student_id,age,gender,baseline_intelligence
434,18,Male,94.8695195880199
435,19,Female,91.5206871157902
436,17,Male,104.668072186673
437,16,Female,89.56190394125943
438,22,Male,91.31489440207118
439,23,Male,81.27072045093736
440,22,Male,89.76455319713122
441,20,Female,109.46295638256282
442,16,Female,79.28244911559344
443,22,Male,117.28101014998036
444,22,Male,82.31570120739934
445,24,Female,102.24903720713512
446,18,Female,107.2742321140216
447,24,Female,112.36962930399568
448,16,Female,112.37337892724253
449,16,Female,98.73959714536468
450,19,Male,97.42672541427574
451,24,Female,108.94801497237601
452,21,Male,104.17040955009145
453,18,Female,94.81267865393433
454,16,Male,105.56458837702924
455,19,Male,97.49308222651004
456,24,Female,90.99196887008358
457,18,Male,94.32489219322005
458,24,Male,107.29628247773921
459,22,Male,86.07868577408088
460,19,Male,116.59503540221496
461,18,Female,91.64089620454195
462,20,Male,66.10161739141037
463,20,Female,108.28813475597073
464,18,Male,59.47809419778674
465,24,Female,84.82121404333981
466,19,Female,136.3368463438186
467,20,Female,115.89989679105975
468,19,Male,114.6606363783162
469,20,Female,83.21771073986254
470,22,Female,97.2005425590529
471,24,Male,118.62144927815848
472,22,Female,109.59456361173008
473,20,Male,117.03785417468661
474,22,Male,126.72302696826466
475,20,Female,109.90164813549853
476,18,Male,81.5397417684941
477,22,Male,108.97572816370177
478,17,Male,96.46703750708689
479,24,Female,80.63710251104736
480,16,Male,113.41836651364761
481,21,Male,118.03109267460498
482,22,Male,98.59150669637194
483,23,Female,104.807142283907
484,24,Male,68.90996574528998
485,17,Female,116.85659662522905
486,17,Male,111.89892009591945
487,20,Female,103.75335871180009
488,20,Female,81.21325635724465
489,21,Female,75.3343833814429
490,18,Male,130.39863120416902
491,23,Male,85.00644231569932
492,16,Male,102.01276213435159
493,21,Female,85.46961493390705
494,19,Male,65.66636967018417
495,16,Male,106.72010499481004
496,22,Female,109.05790898250649
497,24,Male,74.96804466448881
498,19,Male,116.62427830666704
499,19,Female,92.10097407567308
500,21,Female,83.76114388503926
501,18,Male,82.77728004477768
502,21,Female,113.06839297145665
503,22,Male,71.14392894786178
504,18,Male,81.36741958911297
505,22,Male,106.47399461722229
506,18,Male,104.48016312286619
507,17,Male,84.67027513978535
508,19,Female,119.29511071959115
509,23,Female,83.30400263435875
510,24,Male,96.87178944013615
511,22,Female,94.88606671847266
512,16,Female,94.94402761480636
513,18,Male,97.0700393820403
514,24,Female,96.62202242694372
515,16,Female,96.43728748316326
516,24,Male,97.27109263666931
517,23,Male,116.2803568646782
518,16,Male,96.51379581824357
519,21,Male,110.3791904176634
520,20,Male,102.23083886131057
521,21,Male,105.49345731437498
522,20,Male,111.66866853118933
523,21,Female,82.895920147025
524,20,Male,109.41099890453613
525,20,Female,96.81768881174233
526,19,Female,85.58491001313666
527,18,Male,111.63670044283488
528,18,Female,93.61906029162786
529,19,Female,105.6624214759737
530,24,Female,59.31327106625382
531,17,Male,110.89124098385439
532,24,Female,138.851382666314
533,16,Female,99.88502780413798
534,16,Male,96.04667515686666
535,20,Female,93.08063466940435
536,21,Female,108.33394317357505
537,21,Female,95.4384120276503
538,18,Female,109.7133762159043
539,22,Female,125.83672100313419
540,24,Male,112.61558440822417
541,23,Female,97.38000566982178
542,21,Male,83.267867463834
543,23,Female,93.87671731964626
544,20,Male,97.589701514796
545,23,Male,80.22100959307197
546,19,Male,116.30402826749025
547,23,Female,108.53629434234875
548,17,Female,84.27113058585566
549,20,Female,73.31176919005607
550,24,Female,110.76777865953045
551,19,Female,75.34985635540507
552,21,Male,101.25898745581124
553,16,Male,93.85720796833796
554,24,Male,111.99966201871095
555,16,Female,112.17347829561285
556,20,Female,87.6808626994252
557,19,Male,113.3194967744793
558,18,Female,95.65801118014745
559,21,Female,100.28445907248786
560,17,Male,100.59189514383048
561,18,Male,133.7225044150876
562,20,Female,98.20904370942984
563,24,Female,74.92145598236976
564,17,Male,89.27929748287957
565,23,Female,111.07066794087358
566,17,Male,95.73898059754008
567,20,Male,100.2243421124803
568,22,Male,93.52072255126097
569,23,Female,57.75087144220437
570,16,Male,88.32989636890231
571,21,Male,98.8406168637873
572,16,Female,73.45787831864526
573,17,Male,82.31735966128683
574,16,Female,94.89995986356821
575,20,Female,95.03027232055109
576,24,Female,105.91632818417342
577,21,Male,95.84714361705251
578,16,Male,105.36450660338554
579,16,Female,89.49938657400338
580,17,Female,103.1735184990501
581,24,Female,122.0667272204267
582,18,Male,104.33450051450353
583,16,Female,96.47476255941316
584,20,Female,85.85895816720324
585,22,Female,101.30463114882664
586,21,Male,96.73008113603912
587,16,Female,108.42997978077692
588,20,Male,72.67127981143338
589,20,Male,97.17839452417111
590,21,Female,106.28921316865257
591,18,Female,101.94073649512136
592,20,Female,95.0122059275078
593,22,Male,94.80470464510245
594,20,Male,83.51729761032489
595,20,Male,105.68307828533912
596,20,Female,106.37327955090213
597,18,Male,78.80342215305959
598,16,Female,111.46956267431526
599,20,Female,90.18086895199879
600,24,Female,94.36009927599368
601,16,Male,127.80844668542747
602,18,Male,124.02879803931744
603,19,Male,78.30103822645415
604,16,Female,80.81504596255337
605,16,Male,84.23514440354447
606,23,Male,123.79336798315126
607,17,Female,90.89186695610704
608,23,Female,77.88758578315125
609,22,Male,118.48669823453751
610,17,Female,108.90911012883089
611,21,Male,133.7640746279629
612,21,Female,108.87897106597326
613,18,Female,99.52175659360934
614,17,Male,103.79051513424712
615,16,Female,93.20508011087065
616,21,Female,119.58243799562953
617,20,Female,120.37413602794285
618,24,Male,76.25618890118261
619,16,Female,114.13790691186463
620,22,Female,83.93396893388723
621,20,Male,136.20604203196365
622,20,Male,122.75564628932193
623,17,Female,82.92959398467337
624,18,Female,103.58498122723128
625,22,Female,114.8962957409902
626,21,Male,90.64461080259852
627,17,Female,79.50485560241137
628,21,Male,101.52679492303974
629,17,Male,97.60953870107087
630,17,Female,86.28579123989394
631,17,Female,118.541380168268
632,18,Male,80.66568186269097
633,17,Female,98.3820250226058
634,19,Female,102.72739431370387
635,24,Male,104.63458599272246
636,21,Female,116.96009815995833
637,16,Male,96.39945525999015
638,23,Female,60.948652621429176
639,22,Male,94.1983416569558
640,18,Male,110.88494899983469
641,16,Female,97.83774111968651
642,20,Male,97.94876434244084
643,19,Male,107.89319982363978
644,23,Female,109.87065041095606
645,16,Female,73.20419782266967
646,16,Female,99.71973803687992
647,19,Male,97.07178668257265
648,23,Male,101.1267906409263
649,20,Male,70.45365735710433
650,17,Female,119.84627879216285
651,21,Male,100.10085748199273
652,20,Male,106.37488510069659
653,17,Female,126.48976321011754
654,18,Male,106.51979196100751
655,24,Female,76.90139645551811
656,22,Female,98.70334493572807
657,22,Female,110.12332139372242
658,21,Male,100.84943070784861
659,23,Male,125.60232205531736
660,19,Male,87.16056761911403
661,23,Female,118.67683782981484
662,19,Female,112.58601233439784
663,23,Female,101.33150028781682
664,24,Male,104.96993878091212
665,18,Male,85.33467192921107
666,18,Male,95.39115197396659
667,17,Male,108.65676258457214
668,18,Male,97.76324285177331
669,18,Female,100.90358063918102
670,20,Male,114.88664944987428
671,20,Female,71.39134324411188
672,17,Female,105.5407719105
673,21,Male,126.64807771650142
674,20,Female,94.34700025810376
675,21,Male,81.33581465102944
676,16,Male,94.1635997055962
677,20,Female,77.24375988451084
678,24,Male,103.38527609109956
679,17,Male,98.8945895206722
680,16,Female,104.78097778154445
681,24,Female,98.03146585980184
682,24,Female,102.93842676765503
683,24,Female,106.7572588712728
684,21,Female,82.0352872272485
685,23,Female,105.19127528071827
686,16,Male,121.72310608293259
687,19,Male,85.57416583163304
688,16,Male,104.62489724109344
689,23,Female,119.42048271456929
690,16,Male,82.67432071742095
691,18,Female,111.96781951813045
692,19,Male,96.66963788572238
693,23,Female,115.17006933222522
694,21,Male,87.63314196863229
695,22,Female,99.8641718892661
696,23,Female,77.22266429307764
697,17,Female,106.55933366756149
698,23,Female,106.73105092339128
699,18,Male,108.11203630598047
700,22,Male,107.37399475387778
701,18,Female,98.63386974234403
702,22,Female,77.83555511526372
703,17,Female,114.88116682993959
704,21,Male,99.423486103918
705,18,Female,105.90226013801599
706,18,Female,97.22176438430148
707,24,Male,129.3814055944039
708,22,Female,91.48527035927577
709,20,Female,90.9083400098544
710,22,Male,76.5753420924419
711,24,Female,101.6937039960899
712,16,Female,127.8761059680802
713,22,Male,101.87556510293031
714,21,Female,103.40673076416765
715,24,Male,114.5982115920113
716,16,Female,102.43144832915887
717,19,Female,117.98934404600293
718,24,Female,120.21613675130561
719,19,Female,91.10512008929011
720,18,Female,78.54354741710819
721,24,Male,110.34384528964466
722,17,Female,104.8394709943839
723,19,Female,84.31209681429733
724,21,Male,89.82943007809271
725,17,Male,89.78285181930065
726,23,Female,102.21187449367993
727,23,Male,114.96077570715885
728,16,Female,115.80059708650856
729,18,Male,111.86234681881609
730,24,Male,95.61868818789
731,20,Female,133.30168727603484
732,21,Male,100.49830698734846
733,19,Female,94.1678598862465
734,17,Male,79.50900250245189
735,23,Male,94.78690409271424
736,21,Male,106.58160112382575
737,20,Female,76.20641123238754
738,24,Female,85.68833110595651
739,16,Male,92.98988160479402
740,20,Female,88.36915209702573
741,21,Female,87.13192000316222
742,20,Female,116.86921166845022
743,21,Male,75.23980721863961
744,21,Female,102.63054815270984
745,22,Male,107.78617839642084
746,19,Male,92.73866962201015
747,23,Male,96.59576395685461
748,22,Male,99.39179560364764
749,24,Male,109.51459399495499
750,22,Female,122.9603675038356
751,18,Female,80.73255582171817
752,18,Male,86.25610593369595
753,23,Female,87.01136846833633
754,20,Female,99.8115012354939
755,19,Female,94.00329152111881
756,23,Female,109.99636707528755
757,21,Female,90.15262340727094
758,17,Female,86.6762460133071
759,19,Female,88.55293762505289
760,19,Male,101.73533223869862
761,21,Male,114.45884673231767
762,21,Male,99.33347208104456
763,16,Female,91.62757637808436
764,23,Female,84.53444400465646
765,21,Male,121.92450728806887
766,18,Female,73.58552609977426
767,24,Female,97.20890229064437
768,17,Male,111.09587314503698
769,23,Male,97.00211230051828
770,18,Male,91.50517121343266
771,20,Female,108.03486722657274
772,21,Female,83.5932721975857
773,21,Female,73.88814387056496
774,19,Male,105.2974644232184
775,18,Male,85.07226102379092
776,19,Female,101.97578153320961
777,16,Male,98.15101157069486
778,19,Male,103.91568091371276
779,16,Female,96.59380092825674
780,16,Male,108.27277984897927
781,21,Male,89.44677584757068
782,20,Male,111.71857588677054
783,19,Female,81.73564835859395
784,18,Female,117.58935973783662
785,16,Male,130.7746928650666
786,21,Female,101.62167116548696
787,17,Female,123.53760427383256
788,23,Female,127.42612693838802
789,20,Male,95.18598443905191
790,22,Female,100.71797345563834
791,17,Male,87.78823739588562
792,23,Male,88.7558818651536
793,17,Female,103.49305063522549
794,19,Male,75.46257925739837
795,16,Female,112.52174940480025
796,20,Female,102.50927150811785
797,24,Male,110.21997787309282
798,16,Male,97.26953182550079
799,24,Female,110.08790439082502
800,23,Female,103.71467899318391
801,21,Female,107.60837473806646
802,22,Female,113.52568325788442
803,18,Male,81.02576659169398
804,16,Male,89.4538801423482
805,20,Male,134.7223238766416
806,17,Female,103.10908848752047
807,20,Male,74.24803944635755
808,23,Male,74.33136323297369
809,24,Male,98.8751304818311
810,17,Male,92.15444699008927
811,18,Female,87.90442233914845
812,18,Male,126.89717701456144
813,16,Male,94.46330470115855
814,23,Male,112.314591883034
815,21,Male,103.75187196563535
816,23,Female,95.57666027945483
817,24,Female,82.87413243527574
818,20,Male,111.53847331018974
819,18,Female,64.83456239116909
820,20,Female,113.06016212461272
821,20,Female,102.26928306730689
822,20,Female,109.27865143635353
823,18,Male,100.11644525181133
824,19,Female,81.48483805612013
825,24,Female,106.02320087411745
826,24,Male,112.73349873301657
827,17,Male,92.81276778542889
828,23,Male,109.86088071872574
829,23,Male,104.44827450003588
830,22,Female,106.75828225316198
831,23,Male,87.10697952600741
832,18,Female,119.23244043923464
833,21,Female,104.44046462684052
834,16,Male,112.47564637527306
835,22,Male,94.17775130741455
836,16,Female,114.73436227572176
837,24,Female,93.67086571468823
838,16,Male,86.6236563221338
839,16,Male,126.57763635337929
840,22,Male,64.41001717987646
841,17,Female,144.84834015560588
842,20,Female,110.52610298775485
843,23,Male,95.2778665242489
844,23,Female,104.89113770262009
845,18,Male,110.53497185844277
846,22,Female,95.01324732606471
847,18,Female,130.52864341264305
848,21,Male,122.13346729225006
849,21,Male,140.90240191992962
850,18,Male,81.67838070555086
851,22,Female,103.22957630529702
852,18,Female,79.19481424250515
853,23,Male,83.62791492549078
854,19,Female,95.1059879909818
855,16,Male,95.37732249014921
856,19,Female,105.54855550321508
857,22,Male,98.34012824364592
858,19,Female,111.99961843765264
859,21,Female,104.78357562629823
860,24,Female,124.71299723340275
861,16,Female,112.43205340190178
862,20,Male,82.31559130013292
863,22,Female,97.81768007984061
864,16,Male,98.82983587788122
865,19,Male,106.59857115656371
866,21,Male,116.1291864375321
867,17,Male,104.23906268075679
868,20,Female,108.67242859429064
869,16,Male,82.98659514822047
870,21,Female,93.11197503423371
871,21,Female,71.31816980659225
872,19,Female,106.6292399735485
873,23,Female,112.62246859328413
874,19,Male,80.21524450051757
875,23,Female,102.37671806753754
876,23,Male,98.46583199109273
877,20,Female,125.32659810261083
878,19,Female,86.58444819185972
879,17,Male,113.7723612323211
880,18,Female,117.14608590567504
881,18,Female,97.07573065123199
882,19,Female,104.38745396943007
883,19,Female,116.16185439618587
884,20,Female,83.50745398987164
885,19,Male,93.59274468726669
886,23,Female,102.79358066167066
887,21,Female,130.96037735260307
888,21,Male,94.00343730917803
889,23,Female,95.9701821861016
890,22,Male,123.20632631080903
891,23,Female,109.94468557142532
892,17,Female,132.7381730146457
893,24,Male,116.39868030535095
894,16,Female,97.80990314648756
895,23,Female,95.6761559500928
896,19,Male,87.63108401042976
897,19,Male,80.42463121553946
898,20,Female,105.1122343745908
899,23,Male,109.4041624540477
900,20,Female,111.21101792373857
901,23,Male,98.14784075692593
902,16,Female,128.95172053235393
903,24,Male,79.62332472055408
904,21,Male,77.92495984187548
905,18,Male,87.70567608186512
906,23,Male,100.08931029817272
907,24,Male,83.54325839517783
908,21,Male,120.20408293158454
909,22,Male,88.91551910165927
910,16,Male,86.236902831404
911,20,Male,115.82618389404472
912,20,Female,103.1115370717081
913,19,Male,111.77051873930147
914,21,Female,99.2861235982453
915,22,Male,104.07629897140038
916,24,Female,78.49675821594417
917,16,Female,97.78239608306262
918,21,Male,84.27915746296388
919,22,Male,129.31587219870755
920,18,Female,119.39232106612319
921,23,Female,90.19114464210655
922,20,Male,96.88666616261206
923,24,Male,97.59371334975467
924,20,Male,132.30934849061666
925,24,Female,105.94597452784807
926,19,Male,93.5819859907027
927,24,Male,102.20027764823419
928,20,Male,76.94513594058208
929,24,Male,98.89490035080026
930,18,Male,83.78658873511891
931,19,Female,72.2850096395465
932,24,Female,129.79861187607295
