student_id,hours_studied,attendance,assignments_completed,sleep_hours,social_media_time,final_score
27,1.9967378215835974,57.45448843643583,19,7.251911247947912,0.08040151742656043,65.51233335417601
28,5.142344384136116,51.10695814710729,4,8.164880285564934,4.7328835931566315,47.53782410048366
29,5.924145688620425,60.94173387938463,1,8.067512555887763,2.3370612608941905,55.60875262445997
30,0.46450412719997725,55.37357019843407,19,8.598625131476954,2.444706399053013,62.00377006518535
31,6.075448519014383,89.27225154261197,11,4.743390574528744,3.8647549154733802,76.7779718780165
32,1.7052412368729153,55.62489789069427,5,4.914137154365195,3.0685341989045885,27.432361437026177
33,0.6505159298527952,86.2114118653418,14,7.550843583944019,0.6070212815223003,56.62561391566055
34,9.488855372533333,69.28293448880413,17,8.0386932554628,0.5268048242045964,100.0
35,9.656320330745594,53.6689194871888,17,7.371550340206349,1.2606812583517235,98.16344257049927
36,8.08397348116461,90.63650247157929,9,4.714290866735513,0.3529003829053645,88.60021801384154
37,3.0461376917337066,78.98152851183067,6,6.974741974113947,4.164897158125816,54.36729026301893
38,0.9767211400638387,61.78807564317865,9,7.7419072133583136,0.19728098048707232,49.35586678538284
39,6.842330265121569,94.7340587166334,4,4.684902638394215,4.729895615722521,52.977625022041906
40,4.4015249373960135,52.262915693527574,15,4.279171148546592,0.5555909603218057,58.63818792724184
41,1.2203823484477883,60.09098040988815,18,5.273990066107569,4.288173238395028,50.22333983123858
42,4.951769101112702,87.60234639029305,2,4.453759040274296,1.1862161112454923,43.33344264410749
43,0.34388521115218396,85.46889651549446,6,4.7426968953246496,3.3036738358587385,27.599516134409875
44,9.093204020787821,64.4635846862239,18,5.0168699368366045,1.710585954559483,92.09601502529108
45,2.587799816000169,53.101243767639154,11,6.653459043431159,0.33639792645583644,51.58044594280688
46,6.62522284353982,92.90390361124719,9,4.779292906222383,3.652131068047932,73.3242961613546
47,3.1171107608941098,65.68488190349512,4,,4.039341890466567,32.364841492007585
48,5.200680211778108,59.78567074641326,1,5.453301485466092,1.49369977819503,42.324042159089096
49,5.4671027934327965,75.80309111804885,2,5.552774743998764,3.92288932027623,43.69448016877714
50,1.8485445552552704,95.51135996412236,13,8.836992686929886,2.287453476844136,60.59362244369036
51,9.695846277645586,52.17732889216877,14,8.025762754471916,3.647513812021578,90.72958940349149
52,7.7513282336111455,,19,6.120712184954716,3.226470288234951,94.54710555093637
53,9.394989415641891,78.62366139693545,12,6.237271657932128,4.649360123577182,86.7618912648044
54,8.948273504276488,71.27245582759085,16,4.573963238694368,1.6399807863384535,95.53525916312209
55,,87.20402220525301,19,8.222707968608251,0.5502177585316248,94.70201654433114
56,9.218742350231167,98.29122122208162,3,4.019945000025273,3.941393941269033,72.66815530583922
57,,61.46031055813455,18,4.722403042056677,4.0639704391117615,49.87046507130782
58,1.959828624191452,57.18236825360598,14,6.670321118043212,0.13055339718206938,52.994043057015716
59,0.45227288910538066,95.64408726113484,14,4.9421416563341,0.6306535249509843,52.43458510864413
60,3.2533033076326436,83.44765387286517,8,7.16390068520212,4.161013940763183,43.6513964860159
61,3.8867728968948203,71.89930107809829,2,4.018202253447499,3.0030273953917828,32.74346781909248
62,,78.66297851321416,1,4.492060415400052,2.2641376815187266,25.307504824816178
63,8.287375091519294,87.2806952588122,6,7.823417393922579,4.133523487773866,74.7279140812324
64,3.567533266935893,88.65159493528586,8,6.882607414679756,1.2300234955229268,63.542688744676504
65,2.8093450968738076,95.99470904094824,4,4.097290790436939,1.6243916321247565,48.38695622327794
66,,71.34213944478114,16,5.029071034290135,3.867595401753327,74.66047081463914
67,1.4092422497476265,64.67054550096975,2,5.194816667501745,2.955163531739154,21.613177329065408
68,8.021969807540398,81.9832133394921,8,8.245302859687218,1.0420932953698565,81.47316897062977
69,0.7455064367977082,70.78639496397652,7,6.912687533407882,4.469908676399485,38.430981634766646
70,9.868869366005173,79.7299226974489,8,6.707123785303818,4.97172244040968,73.55817034112061
71,7.722447692966574,70.99928992279752,16,4.43350019321708,0.7227611474250345,79.54628021851377
72,1.987156815341724,57.64978933390872,7,7.284723649730479,1.4825907877858397,40.46224075911272
73,0.05522117123602399,73.47133758294792,13,4.779445259473763,3.7473140727724985,41.25615884295641
74,8.154614284548341,84.54589109705164,15,6.608706791289409,0.6172946021548753,90.69818584966221
75,7.068573438476172,89.96419038338249,17,6.963177065778471,2.322844656471747,93.93969766781343
76,7.2900716804098735,74.66631383982734,16,8.209380632455618,1.0921456146169288,90.16215296568915
77,7.712703466859457,,6,8.032235318048984,3.321933926013165,59.399149445437686
78,0.7404465173409036,70.73438548247158,19,4.950528063300418,1.7989483670302509,56.96777088647347
79,3.5846572854427263,89.31469644208491,14,8.580958701563308,4.240816276910827,57.9437191193427
80,1.1586905952512971,70.64296353085365,6,4.013772664705958,2.2913469360680065,34.496719729563225
81,8.631034258755935,84.82653968021111,1,,2.682573768740166,67.76670475613939
82,,75.36068408390449,1,4.331832333130034,4.444981291675918,40.98157228542602
83,3.308980248526492,62.06115625546983,6,7.6048246977481995,3.842878155634721,46.56653104144273
84,0.6355835028602363,89.80752540115373,18,6.501124559422605,4.044217857859584,61.38296739739566
85,3.109823217156622,54.21067270353435,5,4.874715484067704,0.062477018867991285,33.955985265801374
86,3.2518332202674705,76.24451413775753,11,4.425654114157809,3.286836851622981,50.75828259168345
87,7.29606178338064,,14,5.130421093637667,2.329743049306308,77.79514434460502
88,6.3755747135521315,53.35328142706878,12,8.60375723498175,4.418469304428541,67.09597844488489
89,8.872127425763265,75.14669685416244,6,7.388273692581048,0.1913223506251127,74.23033967638453
90,4.722149251619493,74.97810779674617,6,5.211203413303921,4.223701445631186,49.21455887694953
91,1.195942459383017,85.34504508378603,14,8.468723092541683,0.6774935912542118,55.05010789375581
92,7.13244787222995,87.23753465259524,3,4.682473360067394,2.959236304073529,50.866919609293014
93,7.607850486168974,86.38957443464484,2,7.442209653067364,3.632654284732727,65.52903589720296
94,5.612771975694963,70.47793664583776,0,6.124227284946837,0.9877354890892048,45.9658424391797
95,7.70967179954561,81.58448936132812,6,5.341580713823303,0.8334600751613686,71.5108707313042
96,4.937955963643907,,8,5.311537172242418,3.4114384838696274,61.37775457035889
97,5.227328293819941,71.07808780584598,0,6.504016731575729,0.8361058902968882,45.29584983091748
98,4.275410183585496,79.86063470929966,4,8.657466945344604,2.5651782270749255,46.26567842760977
99,0.2541912674409519,97.36239383531313,14,7.711621095511401,1.3126020802184697,51.59216304381532
100,1.0789142699330445,59.64468718406887,3,7.310593813147403,0.1583161465198235,36.50769112751984
101,0.3142918568673425,,9,8.377604386992353,0.33554634843140363,51.69229703418341
102,6.364104112637804,52.67277569915992,1,6.8516794690798815,0.6570539605518355,51.35292110302357
103,3.143559810763267,65.41946064508303,6,4.959678928955647,2.726284969573594,42.16733829675455
104,5.085706911647028,64.40726243057641,18,8.885834002556265,1.0571521082491913,87.26164089018586
105,9.07566473926093,81.31825539404528,5,6.6737200332661715,4.247465470558414,67.96710576706663
106,2.4929222914887497,,14,5.576464814274588,0.13604170340550448,50.496104603392396
107,4.103829230356297,94.11738059198768,19,7.890853161430275,3.2974302938200823,82.26889120401566
108,7.555511385430487,91.42757042325206,11,6.319978203223054,0.4475495449304284,81.66578524307455
109,2.2879816549162246,82.60329098426388,10,4.062308490404515,4.451833094890497,45.79423124976941
110,0.7697990982879299,72.92069158960989,2,5.5997316259178165,0.20583203862055643,25.35338857846891
111,2.8975145291376805,96.64780210710393,19,6.285969612890118,0.7151430424089089,82.51098757683464
112,1.6122128725400442,91.5373277360278,16,5.863102150508013,1.3884012740102096,61.884566280946984
113,9.29697652342573,74.96575740406224,6,6.758725609042086,0.5030128585855814,82.75768498943829
114,8.08120379564417,,17,4.916798404519355,4.557609889438906,84.89539502708722
115,6.334037565104235,78.34649760898424,16,6.862179471946723,0.6618782045178756,89.4634425769165
116,8.714605901877178,79.39711191941322,15,8.93261645510188,0.4149757401170351,100.0
117,8.036720768991145,,1,7.769060125264771,0.29917389285981255,63.452856298531
118,1.8657005888603584,73.10423023124484,4,7.422746411850997,4.030033909152758,36.62528829994728
119,8.925589984899778,53.90607153948721,12,5.003050285492575,3.249380237855881,73.5720386597994
120,5.393422419156507,67.86743458322962,10,6.908869705662904,3.784527090251194,57.01686920243079
121,8.074401551640625,84.7914257681076,0,8.098375778400156,3.5247145480054822,64.6369492137019
122,8.960912999234932,97.66080152530932,2,5.203192208451614,4.839625650749664,66.41746956106395
123,3.1800347497186388,98.15320563815101,17,4.433924370295193,3.8423736082182263,73.95458833581125
124,1.1005192452767676,77.78614345624459,3,7.308823518092999,1.9127665406626377,27.867620598189863
125,2.279351625419417,80.33111259047911,8,7.367940755399024,1.4489197767556472,49.83597287727859
126,4.271077886262563,59.28605927504837,10,8.02194543479385,1.4599662230626997,56.741917365561974
127,8.18014765922493,84.76540540467653,16,7.147823771999403,1.563560808095576,97.09780419826976
128,8.607305832563434,53.53293963371931,10,,0.9318778550980911,73.83469138620103
129,0.06952130531190703,64.23428428997222,2,5.330484639716246,1.9656981639574922,22.73910886382982
130,5.107473025775658,83.41816736427211,18,4.1764149454972355,0.5503502522935516,81.76258321151491
131,4.17411003148779,65.51550657717446,19,,1.4856978423180829,68.78501611634091
132,2.2210781047073027,52.49234370572272,10,5.929697739819349,0.87575801528541,36.74349139694425
133,1.198653673336828,91.59352046754819,13,5.048149056493775,4.5981349215260545,45.400485970079686
134,3.3761517140362796,65.51650035672816,5,4.258190622706314,2.3062385071389024,32.70490863875504
135,9.429097039125192,53.15526124293392,18,7.776880707047679,4.113017159903135,94.80688931801558
136,3.2320293202075523,53.73940822514326,14,8.131615946069486,2.94226596085124,63.02979867114849
137,5.187906217433661,,10,5.945114329144943,2.992679651622968,54.0896432702589
138,7.030189588951778,58.900797361076314,17,8.42546528945783,0.01602563314282268,91.73487859304623
139,3.63629602379294,88.71500588900754,3,6.077782991796605,0.06378191385644993,56.69827062442123
140,9.717820827209607,66.08420233335173,18,8.75774014358408,1.3938013948314898,87.89984423805132
141,9.624472949421111,90.23478925199163,2,8.91604421379914,0.29540270173125494,78.66181477876171
142,2.5178229582536416,58.69229989115764,11,8.088132006800034,1.3860304858748402,49.10032423129328
143,4.972485058923855,74.64395897720419,3,5.281164196983247,3.0900927433883703,40.792350597931474
144,3.0087830981676964,84.40185667765644,11,5.831623018522827,3.5457589318993317,56.62698399678699
145,2.848404943774676,82.59954269329273,0,6.66327529033032,3.0614319996245203,30.63807236261006
146,0.36886947354532795,80.05647049651344,15,5.643402504598778,2.772047622319682,49.48984415151877
147,6.095643339798968,96.24108009655849,1,8.094648984118194,0.406375394041239,64.57295468385429
148,5.026790232288615,61.426257385337216,2,8.637740802075434,0.641461192694423,45.9688341724635
149,0.5147875124998935,74.68596022310527,15,8.928938559626161,0.20517005622965212,63.527942228287976
150,2.7864646423661146,94.19962750362043,9,5.681489063130223,4.062154899420977,57.68213564511752
151,9.082658859666537,53.89468827975785,8,5.351220352363858,1.6178527510144307,60.105495345985396
152,2.395618906669724,52.79441341265376,13,4.805339406872886,2.0116645414739103,49.812443242373824
153,1.448948720912231,61.66511437791457,7,4.237312654842662,3.120847201679639,31.755688546371132
154,4.89452760277563,81.65106097690092,1,4.885073908058301,4.844536484449451,32.926951109364374
155,9.856504541106007,62.99398132249034,10,5.422541429048332,3.075490199116114,79.87433674579226
156,2.4205527151150044,59.51199419043995,1,5.955312228795707,0.5866415148284071,34.4681435243537
157,6.721355474058786,72.9401157679146,14,4.548554297878818,4.512917109592304,69.644816155256
158,7.616196153287175,80.67990343847057,17,8.101173833128156,1.1481998179969781,93.75071942685697
159,2.3763754399239967,62.427885350837016,4,7.095190826543201,3.953182650700083,32.740332874514046
160,7.282163486118596,65.0345593361871,6,6.813172411318119,3.738089344778013,62.65626527892083
161,3.677831327192532,80.6779652405757,18,6.72637803300583,2.075361164152234,75.87911918930449
162,6.3230583059357945,97.28692109947264,18,5.449794053579996,2.610964981720289,90.95844810216589
163,6.335297107608947,83.73708637190441,15,8.687714550918173,1.1430825343409716,81.74823387228908
164,5.357746840747585,89.145207179228,18,5.1586714230922235,3.512957375480015,83.39387543760733
165,0.902897700544083,68.34050473777344,16,7.34338768215904,4.89633304431773,52.00657054294097
166,8.35302495589238,,12,5.26553669183992,2.135869048603482,82.12009981808261
167,3.2078006497173583,72.71338716013113,7,8.94809838995807,4.989583080562193,36.831744719596024
168,1.8651851039985423,,10,8.558317039649932,1.261987312016866,61.72714958975372
169,0.40775141554763916,72.81498208952779,17,5.322782797871927,0.6030388759065608,56.518842838139
170,5.908929431882418,92.33627043949305,10,8.937352135379038,4.992446012349801,62.8327183591207
171,6.775643618422825,,8,7.12979701251021,1.8803778508032087,77.27964129020911
172,0.16587828927856152,53.60133328651682,13,7.642769906934113,4.296798889655593,38.77482545881378
173,5.12093058299281,52.270507804185186,1,5.414579782754702,0.14754568702581405,48.27886923631271
174,2.2649577519793795,57.47948514566809,16,5.079844482285315,3.1404813802889286,46.93857663114902
175,6.451727904094499,69.21848378671731,15,8.290345258595607,0.016572016987583815,100.0
176,1.7436642900499144,56.552110457271624,4,5.3759579449080475,2.522517541656976,24.493154523104938
177,6.90937738102466,93.5332238809378,0,8.587646933925646,3.682797923735836,50.269784169269485
178,,51.15731255135319,8,5.833227995941016,3.106754789263218,45.11638439168019
179,9.367299887367345,65.78963581679113,2,4.045736854877886,3.1381754823307357,59.24105515265705
180,1.3752094414599325,59.234731474710266,13,6.960815063605241,1.6330224721021425,39.30427131216946
181,3.410663510502585,96.57696650787662,17,5.76813205570218,3.168673813463701,77.94014122840852
182,1.1347352124058907,83.4740502445014,11,8.879867960145875,4.273813812892889,46.94039392827832
183,9.246936182785628,95.60151282256872,13,5.933584088572729,2.4832160306975144,100.0
184,8.77339353380981,98.61643551551967,15,5.57234207426119,2.708519226500809,94.98037271612591
185,2.579416277151556,74.85491218386846,4,6.831973316666922,4.191933625667856,31.562115414208208
186,6.59984046034179,61.71595540240131,19,7.649438422190494,0.6092634252779372,85.43961369863432
187,8.172222002012159,59.68643930982947,19,8.8325829540011,3.0054343759502435,86.07793513762978
188,5.5520081159946235,61.14594308429203,14,4.348074066900871,2.3721474846054225,69.4142426930949
189,,85.42966538110014,8,6.097543097976943,2.0863566620546967,65.29030841888436
190,2.418522909004517,52.02228640615004,16,7.318387973338542,2.0382064598899214,53.51945954490237
191,,52.56805365163574,11,4.024844484201439,3.1642843032551644,30.80227775912654
192,8.972157579533267,80.4071471191575,12,6.445164285565761,4.487920585109703,91.28172421364978
193,9.004180571633304,82.10285733687033,9,8.032658498758238,3.2502982598900054,86.04304963508659
194,6.33101457273268,83.263146216123,6,4.254358247359142,1.3218486841869965,68.75432795398723
195,3.390297910487007,68.59402522942956,6,5.702734396416888,0.6890205382347087,48.42540254071546
196,3.492095746126609,90.29724443570765,7,,4.891224488429084,51.722936755518845
197,7.259556788702394,76.68122938633088,14,7.58142390422174,1.520770776663361,88.00429713160405
198,8.971102599525771,55.27328150047097,17,5.4785948495749714,2.3309286568009395,77.07758737806314
199,8.870864242651173,,0,5.231338810980003,0.08671902144089805,73.76495064072796
200,7.798755458576238,97.65338931352292,9,4.577519410236161,4.055842448101897,73.86817865864882
201,,53.00181565011793,18,8.979397646750948,3.9655157873918427,76.40557315522071
202,0.8413996499504883,69.56756693502899,2,6.358330944560696,3.473435532857354,20.046896825540912
203,,74.37580224173738,6,4.241058793557673,1.7803231163090842,35.80919097801555
204,,57.32353800391585,3,4.38266472956765,1.8681522765472003,57.40604248343668
205,6.0642905965958995,93.38544738914385,4,4.639770653256594,2.480044822252146,66.92229785990753
206,,64.2074822445022,5,5.058722172651273,2.0100068938771702,23.325382838559193
207,1.014715428660321,89.15042699690801,9,7.702126260289038,0.8422051778716916,47.70004949383922
208,6.635017691080558,83.54972410141579,11,6.793441046651557,1.1551350969527707,75.72279575433427
209,0.05061583846218687,79.90229112335118,13,7.8832970916192044,1.6541313197586445,47.86513638336533
210,1.6080805141749865,,1,4.099091121792808,0.09945254213557186,27.892801193024596
211,5.487337893665861,61.03517602754528,2,5.325579888648932,1.70625259920834,53.074073469942704
212,6.918951976926932,,0,6.027628130845432,4.105419756028645,38.86528625934283
213,6.519612595026006,62.03562148911332,2,6.1450686634051594,2.346249443806143,54.38132014941182
214,2.242693094605598,67.27218047302571,14,4.267800586241745,0.9281169598648975,55.08686753142449
215,7.121792213475358,91.65726519312128,15,6.557601611149417,3.4738708673310144,79.65887574771227
216,2.3724908749680007,68.31963333574026,19,5.43311770711749,0.10821292123068316,68.16673871332289
217,3.2539969815926773,87.73108913828032,1,4.957365435758396,0.7728505194543894,42.56877712300292
218,7.464914051180242,71.97211406477437,19,,2.910693223539971,96.62725854355884
219,6.496328990472147,89.24341559969443,15,4.419247653474927,3.3620020622812334,82.79035359921585
220,8.49223410494178,98.81358002185199,14,8.335038041882417,1.4736820060494493,96.37838747438009
221,,61.992077902879004,6,8.499126719635107,1.389910094859842,66.49354909962241
222,5.683086033354716,93.11708059819381,4,5.6276823593175855,0.10324175384356205,53.06591456570579
223,0.9367476782809248,81.09120431528873,4,8.934498181302738,1.4247313380742177,37.43511882127985
224,3.6771580305943354,90.86471307943273,8,6.006333238059837,4.79655794436724,45.45639167795142
225,2.6520236768172545,82.57929511339026,13,8.811576538015256,1.9853526555862322,67.23856353991037
226,2.4398964337908358,71.19747536370751,18,8.93439219494552,1.6391314545769498,69.49636948478151
227,9.730105547524456,61.40374697208952,17,8.134551090579976,3.132931016732505,90.99853548135974
228,3.930977246667604,53.50176126655825,8,4.62415365606341,4.94546772491747,39.80295848330081
229,8.920465551771134,76.77591822303584,2,6.922096390754074,2.1885867271000037,70.04586465509108
230,6.311386259972629,99.51630472634328,10,7.659600626280735,0.4747105668924845,82.25745435218533
231,7.948113035416484,86.9020902507103,14,4.387322585709268,3.587173348201109,84.96616728479525
232,5.026370931051921,66.36727706995083,3,8.468209382155214,4.487131214608436,46.37309654608325
233,5.769038846263591,91.36024000433676,4,8.259023110719742,3.4018696706718687,57.058423238232194
234,4.925176938188639,88.44920000882033,17,8.66928209247379,2.486364448651371,76.27658691652677
235,1.952429877980445,64.08178966767284,11,6.571480454082927,1.2322292673205286,44.27505224986501
236,7.224521152615053,50.715374489711735,0,5.6215231356016915,2.2299584739685665,44.09420125176143
237,2.807723624408558,55.90813192669748,19,6.531724171326983,2.111202666304071,69.61023111222661
238,0.2431596643145384,93.86530951560289,1,7.64677617065451,4.813388461168869,20.023497020209767
239,,,8,,0.18473326872607554,71.83666608611365
240,1.7711067940704894,64.76045004391813,17,5.758813860910687,1.8232968165059167,59.81480860329917
241,9.404585843529143,64.25977131422101,4,,1.555262588412597,68.01409093257587
242,9.539285770025874,89.64324935512356,13,6.236182463270536,4.910677275173294,80.34376733993412
243,9.148643902204485,96.8868734947711,10,5.964448897596603,0.03235690571660288,95.00032694975556
244,3.7015870025544437,88.95686283987999,2,7.31646070109276,1.462335979949116,47.77730458096774
245,0.15456616528867428,80.27893385153807,8,6.1937249328774495,4.869175055826414,25.594784006289885
246,9.283185625877254,62.133567516590226,1,4.020193759776148,0.7961311869281085,59.03835066044689
247,4.281841483173143,76.28739570476303,13,6.421769062402976,3.946516628048423,64.38250533760299
248,9.666548190436696,61.67559292966323,1,7.868573859772906,2.818663024760223,69.74662590205838
249,9.636199770892528,90.40057100483868,9,8.726523312019847,4.529747396119193,81.26420319187676
250,8.530094554673601,69.34805397588687,18,4.964778970324383,4.365510447632591,87.97471430589239
251,2.944488920695857,91.68486084970131,1,6.112679500764264,2.881171259047112,35.9523835006905
252,3.8509772860192526,69.08046089913626,15,8.23730391539786,2.7713137124253655,64.64474445485222
253,8.511366715168569,,5,4.214231358840397,0.7554922544705772,77.46656326470783
254,3.1692200515627764,66.6658907582621,11,5.749476633158593,0.30209560461259,54.48362241751775
255,1.6949274668609249,,6,6.955404169245401,3.660489603049664,36.02124914478247
256,5.568012624583502,80.77442096713287,3,,3.062805350655547,53.53003281933049
257,9.36154774160781,53.51438070149593,7,6.446931446409547,3.9768610259708437,66.16754132649882
258,6.96029796674973,97.41035309077321,18,8.695538506895886,0.09103246621926409,97.56854215899924
259,5.700611700893649,78.68028930619016,9,4.119632502262796,4.668418047442822,65.80245233169066
260,0.9717649377076854,75.39100073454011,0,4.389573266625933,0.3651564446361516,29.24087753603402
261,6.150072266991698,91.9696985559956,4,4.984815019540602,4.523168695543165,54.0159916375812
262,9.900538501042632,93.28813649484138,5,5.9244954784473105,0.9561466820288578,80.3511438807419
263,,76.1130202264508,18,6.353949373269515,1.2999272520219995,69.45613959806944
264,5.183296523637368,96.36311628968187,17,4.183357413059316,4.358987293971626,76.29887663698658
265,8.773730719279554,53.23688830382403,18,8.412828342427837,2.2571947428637005,91.74393457408026
266,7.407686177542044,55.66128961256088,18,7.792949313572285,3.4720822894674814,92.808034495258
267,6.97015740995268,79.83941150072201,0,5.3400515349054825,4.499905787976223,45.26489941921277
268,7.024840839871093,,19,5.283841171145264,1.4579776184618192,89.15842894947167
269,3.5949115121975517,73.21125830945994,10,4.1279272549673225,0.6788178108954085,52.5462579092699
270,2.9359184426449336,66.40396089485833,2,5.995660313381185,2.7022992163016983,29.706588085233268
271,8.093611554785136,70.23626557224678,9,5.272401585527479,1.9412877866271043,76.0710866633161
272,8.101133946791808,91.13231735731497,6,7.092099869208935,3.9937856937857843,75.7684194855495
273,8.670723185801037,,16,6.7394153102458345,0.025244622400314443,100.0
274,9.132405525564714,99.8672274641749,15,8.78566599704213,2.901928869888746,100.0
275,5.113423988609378,89.34395989104814,6,7.976219891950945,2.579670557511096,70.4141546762674
276,5.015162946871996,63.68331270509133,12,4.4043235192065255,4.2486093600589445,65.0897692996583
277,7.9829517896677515,63.21725588633481,11,,2.8828330917987524,75.00788398176189
278,6.4996393077776515,66.79491350585036,11,4.535575589108878,4.978398626209033,56.62327475405839
279,7.019668772577034,92.16297403238713,7,5.615438849945475,0.13266737132944795,82.37373025981698
280,7.95792669436101,51.36438253252828,7,6.775089057551908,2.517866714548415,62.08833556204917
281,8.900053418175663,61.509063943562886,12,6.478587961571435,4.880024504791468,77.99482238076976
282,3.379951568515358,95.24592101721335,10,7.466673763336671,4.728011763079888,57.46047272057708
283,3.75582952639944,81.9948218041626,0,8.050141751580021,1.0929802185684605,39.731708865298984
284,0.93981939840869,61.34235477505282,16,8.146927207349774,4.1361036758359395,46.87302281808843
285,5.78280140996174,60.95724841162902,18,4.291668808086623,4.026861697586962,68.08540362693827
286,0.35942273796742086,,12,7.208278273584817,4.812436458796526,39.500268061313484
287,4.655980181324601,94.68787541385232,14,8.806889732171204,2.546852468115313,74.07662511161757
288,5.426446347075766,62.806554548105765,11,7.7751047699583005,2.6461866657305375,68.83978630994456
289,2.865412521282844,71.02551790382661,16,6.599515104537959,3.9323110428641432,69.25409753494843
290,5.9083326056901075,91.72978693141586,2,8.992698331209068,4.994941823528957,53.32931113804303
291,0.3050024993904943,,6,4.219910272667399,1.5456765411908868,30.733670216898975
292,0.37348188749214417,90.69580532830423,1,4.4407643886394785,3.416506323096518,25.279836756902938
293,8.226005606596583,75.91990953939845,1,7.840710411503963,3.3557507362772556,61.1316957026404
294,3.601906414112629,95.57745241525865,5,6.748739129639524,4.286621996580165,50.47954618322933
295,1.2706051265188478,66.29757719772176,3,4.622122220808537,3.2474303839987844,28.726223752313423
296,5.222432600548044,57.8336067173759,15,5.876562775075312,2.2910011117290723,71.91999579627996
297,7.699935530986108,85.43661662824323,14,4.321443157669152,1.5540987948434604,75.569721291773
298,2.1582102749684315,76.96772080034482,9,,4.8458863913845915,44.59268995815318
299,6.228904758190002,92.72928844047405,13,,1.6786807946767979,76.58482519739039
300,0.85347464993768,54.05796245623575,8,4.034492977458496,1.2757232053164076,31.960758130691747
301,0.516817211686077,92.18462017190333,14,5.612120634783,3.9632823239924537,42.84011100867563
302,5.31354631568148,64.6647326604411,6,5.169338250936014,2.48825494664058,49.6921298921718
303,5.406351216101065,82.74278335840916,6,5.810488883570187,0.9162324081391626,54.42572882752482
304,6.374299014982066,52.00643945391279,7,5.752283159732212,1.7953205105218668,60.04628299350435
305,7.260913337226615,80.47906481518004,18,7.150064428440177,1.0173408656469447,100.0
306,9.758520794625346,85.86358445936679,17,7.400073979121755,1.045129236952348,100.0
307,5.163003483011953,68.43751072528102,16,4.636795070912354,0.3789686867550235,82.23289385923397
308,3.2295647294124596,60.770535263107014,17,6.443307834419224,3.225941369373071,65.95160257938446
309,7.9518619476870365,76.88153383017725,18,8.445756808239985,1.8563448147768398,100.0
310,2.708322512620742,91.65954022178232,7,4.742052692208573,0.297558818973499,53.098866507797915
311,,66.17736791483254,12,,3.2549557170455556,64.5527048415878
312,0.7845638134226596,62.62346487606398,10,4.096725851909736,1.4842262580987047,41.64125884979778
313,0.2535074341545751,63.94676543188439,18,4.498581753380521,0.8102705822657447,41.93309952291638
314,9.626484146779251,97.45660764583323,6,4.88788770821277,4.801604316874518,79.35198858972788
315,8.359801205122059,,4,6.348966149858485,0.37388723036165805,78.4606999469321
316,6.95974206093698,50.18021199441436,4,5.495762707482963,1.9333258653621317,52.28432833236887
317,4.089529444142698,,7,6.090850222979643,3.0777037381454324,58.63230585279619
318,1.7329432007084578,84.9637397667695,9,8.704058763506993,4.967072302911341,42.181773912343296
319,1.5643704267108605,56.42841323014844,4,5.70690618124656,0.4123014108599571,21.050465362243123
