id,student_id,hours_studied,sleep_hours,social_media_time,tasks_completed,final_score
5590,5590,4.766611539405032,6.288740985624349,2.5203538172064475,48,45.496231503997336
252,252,5.12341075130978,6.350975372966781,2.375652472869887,78,64.5299277754473
3974,3974,5.360724277457092,6.453646621962746,2.7459724753972545,76,67.34695812678083
6631,6631,4.476919115160287,6.652524357731145,2.4364140757282504,64,50.94736380115152
5548,5548,4.101804676669857,6.272472339498788,2.5304634988427925,71,45.500905211483925
36,36,5.429297633889537,6.496420940928797,2.676136879858181,56,61.32581701171524
8363,8363,5.355379147471139,6.398819286900628,2.543161785829184,67,68.19395391149695
1514,1514,5.125196433652007,6.469945801610993,2.384548569948358,68,53.79471009069293
9318,9318,4.894246158044296,6.707084413594783,2.4833563795955444,64,50.95181758082039
40,40,5.399647873242884,6.888311904648548,2.458499091500104,55,54.12399936052935
4820,4820,5.129053375836406,6.638802610370856,2.269676731636487,64,53.06058047180605
3466,3466,5.225561081903934,6.807210177317727,2.8808983250183986,63,61.30814755188869
1761,1761,5.227432029613743,6.094943212472472,2.585679415327649,58,48.13467431376717
2305,2305,4.474315651152327,6.383738771028818,2.6725727757173803,52,41.77977867247844
3724,3724,4.7068695209999225,6.575438527913154,2.884810182239458,60,47.79316459357979
8285,8285,5.680936696819324,6.353461212845034,2.5658806576124134,58,53.13447140112099
4994,4994,5.468320038826092,6.543922096950656,2.554343255649125,61,52.12519565346567
8128,8128,5.305488491256629,6.391097103590146,3.0358984353813976,61,55.743604665591945
3033,3033,5.041069464424518,6.725766356637085,2.5467167485395072,62,49.83442316316138
7939,7939,4.892102223788949,6.858532121059116,2.6366994836886533,63,56.15691355967324
3040,3040,5.60620545788947,6.481821892055873,2.5340237791828426,54,53.50648666176858
9656,9656,4.481758049593871,6.428299483009194,2.5842203515201723,63,49.54400629518537
2546,2546,5.331497593377657,6.597423916615437,2.877904551129033,59,50.7666726679096
2593,2593,4.319948712906821,6.123605709670724,2.857977479596928,72,54.91441876306569
1189,1189,5.357455258653721,6.261657934338879,2.615489624140934,55,58.16547093655937
7967,7967,5.009717769714283,6.333510123775595,1.8419752901406743,58,49.53148475490815
6078,6078,5.724421600285347,6.230429242200706,2.553664459707085,66,56.86088320036016
108,108,5.199792901225803,6.475066697022289,2.463098907118737,58,61.33003809519684
1316,1316,5.53319198120064,6.366637735665312,2.8668970944661734,65,67.88686672498837
8188,8188,5.524285316218695,6.803764662279456,2.225379557917732,54,61.469863906218485
2754,2754,4.879723884727648,6.427839095271574,2.613435496860385,67,44.72350839393202
9754,9754,5.612218443325383,6.554950407676069,2.167269887448532,50,62.26398042655046
6232,6232,4.946294489586848,6.947321537846426,2.9501035942686,75,47.95443088431537
2877,2877,5.186924637851108,6.831025082199215,2.18257481826494,73,59.21573166827511
5324,5324,5.525275753976842,6.447972338649088,2.5774008510715585,81,64.39010602114485
800,800,5.645557593349311,6.804031098702867,2.3040926098619647,55,48.49347254158224
3571,3571,4.681081438358646,6.564777372160247,3.029342714160316,56,49.020425390081854
2895,2895,5.010849953581766,6.6224921125791285,2.5706980203802,49,43.09023843370289
2928,2928,3.714680883218736,6.538073030844488,2.247527758089749,60,44.467405331760695
8179,8179,5.081175733596278,6.864470486159449,2.9879097964479366,59,54.01352902091164
972,972,4.840906299670148,7.00519544713916,2.299076517843584,37,46.88733350261788
6688,6688,4.4662404531309,6.32412617075068,2.4834047357560385,69,62.62432333975472
8576,8576,5.250864290362381,6.354756529097019,2.379845638221852,62,52.5887534193643
2021,2021,4.437454010518895,6.687407743744516,2.152839037216963,61,55.53454832549665
9055,9055,5.058539064821736,6.847754786598021,2.8447247529229296,54,65.7681555272422
953,953,4.5697495195150815,6.249337758971362,2.379353970798204,63,52.85953747385575
5360,5360,5.284187192652222,6.346751520281308,2.4694675569591995,56,50.627097114019975
3858,3858,4.758678993835357,6.7337973325035305,2.336219887984599,62,52.76467400730737
5862,5862,5.193042433920249,6.472863009413618,2.3846048886326283,64,63.81534646801529
3146,3146,4.8621828198529045,6.133081136440028,2.6731487189058987,60,54.33723033983904
3306,3306,5.3155294370048685,6.649891200506356,2.1414101379967856,59,57.75641849745672
3007,3007,5.292723238083281,6.563084431798697,2.3387826724924974,65,60.97331837378396
9002,9002,4.852028296120616,6.333915564545574,2.6168252511642818,57,52.40461777586136
7771,7771,5.121274724306182,6.565996375634689,2.750364133989687,45,42.71694756575468
7439,7439,4.834317349402743,6.292111703494553,2.423016646608614,54,45.69756850454684
7943,7943,5.187633391645314,6.795618506113937,3.045620984684585,73,56.02381607872564
9239,9239,5.214164401459128,6.551971449887746,2.5129409301292265,50,47.33947541562558
1057,1057,4.4407538397021735,6.83913760632875,2.348989919843752,56,55.05634674564944
3155,3155,4.901862530624518,6.803978746601304,2.114974639845494,60,61.96260178455056
3788,3788,5.365257253721234,6.366584272141604,2.2190078710080856,72,64.38899469318106
9190,9190,5.368915228567516,6.654604382667378,1.9574282811876884,61,53.43350313495132
7826,7826,4.68499815333294,6.628725518880484,2.398318591537636,50,47.27517685699512
7540,7540,5.384179003755508,6.700019187668785,2.655311686805606,58,52.97492198841612
7232,7232,4.066651789780507,6.684092266737522,2.5544324655930555,69,55.01678855563794
765,765,5.317490560271139,6.326531425823116,2.4364496396752204,60,55.17828612554048
5020,5020,4.475733052246154,6.778218612814786,2.455335116253472,50,48.14519453973776
4904,4904,4.601268288269901,6.51870229834004,2.876998786155142,56,50.21923133430007
8094,8094,4.247489532833712,6.6597549729579,2.558790735845862,61,48.071278547693126
6844,6844,4.883257795305443,6.297230842024634,2.567127467433062,60,56.55316953507605
2166,2166,5.925552356595174,6.668921688201308,2.563997579188626,71,62.326905160445655
1863,1863,4.468376177011376,6.540815436115243,2.3010622067622237,57,51.02481969369275
7851,7851,5.4716099649302015,6.567919949268125,2.395013541843619,46,47.676244033488615
9124,9124,4.446119773185149,6.568995409847746,2.882923151411893,51,38.69168062839566
2341,2341,4.664724555418632,6.089593889015041,1.8793550338645943,75,58.409549619816616
5528,5528,6.014665915853686,6.669604331314281,2.285868718812569,55,62.6730357800018
6744,6744,4.869373096874963,6.737007537099239,2.6139757407212527,55,55.5056987917709
4004,4004,5.1534867272836005,6.479652206730291,2.7681117606704846,52,44.8751129407368
1124,1124,5.4366796806523725,6.250406954351953,2.490897779304936,55,34.40223641842658
8710,8710,5.15904559279571,6.754318145947542,2.789341339176211,48,46.07629644757236
4050,4050,4.467664285692579,6.395553082346366,2.2832871779467268,56,40.80856231849283
7641,7641,4.954708717301969,6.567071246513606,2.01719823797032,52,56.547323054193136
766,766,4.839271088864467,6.555869993808227,2.4645393808644647,54,54.33559032972728
2345,2345,4.969410745522588,6.558132949815558,2.198689872013934,63,43.72019270987106
4072,4072,4.321339003872654,6.499394441793955,2.458655966448508,63,50.124005349996935
7217,7217,5.758427217072077,6.26978188371346,2.808472500561145,68,55.05336426768543
4217,4217,4.64556153649146,6.898383867912292,2.57083675091682,43,50.86723035354935
7953,7953,4.516964402911762,6.773966182320847,3.17180990487131,46,44.12693142356444
5971,5971,4.656873044208234,6.437904946794505,2.6431679881526904,70,60.71863679490345
3351,3351,5.068841083165973,6.614825259627576,2.6906590965275106,51,56.70705719851896
4696,4696,5.427764232747253,6.349311637459987,2.3512267538970586,67,63.0193500609885
3400,3400,4.885357684163749,6.254806467682437,2.152012163908988,62,53.27702292394847
4082,4082,5.667260705538725,6.458578411156545,3.012358872800161,64,58.38398946884273
9150,9150,5.603472520537254,6.038832235994869,2.088589595265543,51,52.425115351814576
1225,1225,5.865832049072682,6.3916669137681605,2.5021187188498937,63,60.16680190328165
6293,6293,5.700596762807917,6.631854896201163,2.319352452692805,40,46.726247754814445
3123,3123,5.638867441363944,6.335422409644241,2.1905841989953485,52,51.21165035616159
511,511,5.239323548470261,6.4628164285171215,2.29202440768936,55,51.842460632861226
5795,5795,4.423469836342751,6.443840783133807,2.4956849313213456,73,57.39037702608067
8182,8182,5.328554615469463,6.399087079520031,2.909340827701722,55,55.13829093552092
9418,9418,5.069395668075205,6.631743119719652,3.0713080975834504,67,57.32098593286637
97,97,5.110503653936617,6.660852093415963,2.342137990184459,56,53.32927998003199
6682,6682,4.762297240280457,6.52048544049153,2.3776895221549466,58,55.04429438640991
1513,1513,5.706506244383596,6.100177119370171,2.693648461811924,41,49.22075996468343
8792,8792,4.829366407003453,5.940602144054771,2.375669849483024,55,51.66406252484669
120,120,4.670613890779263,6.241845629392697,2.6220230718352675,59,42.94685122878254
7792,7792,5.410724006511246,6.372144731445888,2.3405393381364106,69,60.30800576981996
6518,6518,4.831576502977155,6.534896693004678,2.232538546663062,43,42.512948252294166
34,34,5.061515149720092,6.2917249080525295,2.6167136289933333,60,51.78239070634857
7888,7888,4.95111377798028,6.795055710264784,2.728884363715453,62,56.62220762125012
6831,6831,4.830009203590672,6.924908228473206,2.279754744594296,47,38.288470136871865
5422,5422,5.1132093306966855,6.316941761400113,2.437221611082412,56,50.11847448381603
1069,1069,5.816049260071239,6.481770275390118,3.061089339044522,65,58.715518556773006
1348,1348,4.383265503134661,6.70802213519274,2.942753602205257,76,62.74572182283016
4748,4748,4.605556123226467,6.654168120025064,2.3200879758764743,61,50.98386292969593
6006,6006,6.215646208096925,6.747021985288881,2.32289308731752,79,74.75777914659427
6040,6040,5.473445507385094,6.414820081989384,2.293229492852232,59,59.39737069845927
3818,3818,5.331143119120539,6.058323955423423,2.7232588550442016,62,58.182059081223485
8447,8447,4.114100476669351,6.568556953221501,1.9929595875273407,55,43.84857004305402
5270,5270,4.717407328192248,6.982100909755649,2.657800690281848,64,59.060593501974
6898,6898,5.641085020366227,5.888796555754452,2.340406568593394,60,65.26990222283314
5310,5310,4.403253390440925,6.484960747450359,2.6530731132537246,60,49.175583503364834
32,32,5.009599102200554,5.917908228602332,2.68806901429775,47,40.360093001243854
5675,5675,4.847581299440167,6.505592775920097,2.5126114738085588,80,65.20343640578669
4387,4387,5.844805481548826,6.252445446760055,2.742220192241834,59,50.6543022132928
30,30,5.452093979501004,6.383605922453346,2.22119450595477,58,53.94950049156321
4203,4203,4.737486439531934,5.993704657055004,2.5243373208387685,51,57.026448683193365
7508,7508,5.0475326183531335,6.660228933279162,2.540469504163259,68,63.24151384103145
736,736,4.47812563925083,6.652172626477157,2.749837190219113,68,61.49465065522229
2068,2068,4.978213191892219,6.379259503731379,2.48473118588046,71,53.59992680852444
107,107,4.841341953639549,6.507449624920169,2.7957048032118506,59,53.03146393859731
9645,9645,4.943056067703604,6.405296031154504,2.106065754793533,60,59.31591909070403
8895,8895,5.3067141660742285,5.979077984659152,2.5240805802967525,63,63.01065713682729
8021,8021,5.483853881307893,6.297359826416265,2.6735875353243066,72,60.85506537155141
2233,2233,5.430862490347352,6.20815599946014,2.5617369941398582,67,60.82622238478826
994,994,4.969271584194359,6.366346133330863,2.390682969248779,64,47.85076306879525
9413,9413,4.171894132727305,6.520915067159454,3.040305471255013,68,47.22623641477404
7059,7059,4.643194594685012,6.050319556843553,2.438535246586328,56,47.36902221880602
6790,6790,5.633466552391861,6.532141172493291,2.6209999440192324,56,51.44691693929626
361,361,5.062484907050915,6.607923045475514,2.470871709150911,73,64.87843807604693
305,305,5.322355367581537,6.089894007111112,2.5005933910971683,48,40.99891571461176
2628,2628,4.083481619494538,6.63169057919115,2.4873233514981736,54,43.47838025593887
8966,8966,4.936833008841251,6.972310193917555,2.1201787998981136,66,66.29428676951059
4514,4514,4.681330737517487,6.503571917144394,2.207711573991645,62,52.03811475837583
5911,5911,4.939688516277792,6.635955742533954,2.5155766248719598,47,44.70559469094855
8314,8314,4.300449557852841,6.532253683388885,2.530200228033873,63,53.95855269932358
3101,3101,4.991683797042112,6.320171530544755,2.7504929429223592,51,50.160575403354194
5704,5704,4.90017504376621,6.719298278629265,2.325526473802121,66,57.3194956624941
3899,3899,5.454061912722497,6.55032384369529,2.654295367676298,59,59.53957671531584
5441,5441,4.802890751123206,6.767590648273753,2.673749793385268,49,43.86639296377162
7931,7931,3.9378269742649072,6.0969686836712444,2.4709270961836736,62,36.54999124590711
622,622,4.774490074011344,6.30243184875687,2.3687401536991306,45,42.13829898671487
7236,7236,5.42304670875524,6.30722576128346,2.409295786751225,60,57.385666903256194
2499,2499,5.120491323211653,6.610447849206059,3.205309278285517,60,51.03796527688674
714,714,5.537065018047235,6.317211750621166,2.337599837346889,48,56.16529962034576
8404,8404,4.337375982929307,7.175876619053383,2.6802660809411747,58,48.18006128327745
2856,2856,5.044722530026996,6.037356949875634,2.350272220401424,58,46.84367375989307
4270,4270,4.985757147915595,6.821153546824976,2.216402272135808,54,52.9755943853715
2909,2909,5.761784285059376,6.077370698408704,2.813942579973208,51,51.930230012450586
8081,8081,5.213804593264332,6.00681100917958,2.177411454966837,49,42.991953518693336
4517,4517,4.425919848357827,6.288779190249747,2.6409422809909646,58,56.33644937824511
1262,1262,5.451788284691097,6.57728345239521,2.009434843072415,77,70.50910477383145
3161,3161,4.762083369765666,6.186364899276948,2.3094991502177984,68,51.69525331843993
971,971,5.3773030747465125,6.339481823148821,2.5738648874846963,52,54.2876847804746
3913,3913,5.110185893637467,6.460695310024301,2.39963305410398,69,63.910976348562095
5199,5199,4.209507902052248,6.340578393547433,2.462182199522196,63,51.15893383227216
8847,8847,4.880586957672276,7.006020129293372,2.600365860594432,71,62.13690221550972
260,260,5.595756612429203,6.090891242805133,2.3521904766720145,59,62.53477538656984
3791,3791,5.476270966092063,6.983127885520887,2.1849561668449518,57,54.96613438247925
9203,9203,5.0512579276028085,6.346219252547702,2.5316768939017344,49,48.37101193219954
488,488,5.840451961775369,6.666173229485035,2.553267234108183,64,60.89213364081888
7908,7908,4.3469344866109,6.614496961193782,2.463178442926345,62,49.62118125057037
519,519,4.870631004360899,6.333459260642628,2.7605642150310485,67,57.7246905046189
8343,8343,5.501521335740071,6.564974465226158,2.4313281710074137,58,57.69061082026272
312,312,4.836126323890753,6.302012880850892,2.8005213795570656,52,62.43858388984603
3232,3232,6.160497208786938,6.352532162098258,2.414177758357724,65,62.17456416704162
7933,7933,4.638241979544485,6.174541093592422,2.219236430585648,53,48.25370622144218
7458,7458,5.425410194678421,6.196030189366145,2.201960245162636,56,57.82568259099911
9784,9784,4.619514702340676,6.480860071948083,2.5830177164138743,62,58.06733623940546
5184,5184,5.247011204401854,6.013280581692783,2.216496593699715,71,54.82393322092536
8077,8077,4.61897675975388,6.292771007011676,2.204205707969816,62,56.00929643822166
6502,6502,4.415318959155076,6.741178765936468,2.20903774220534,61,49.17843902672201
6791,6791,4.361590589474361,6.571877360358412,2.107927744871937,55,46.63195185333095
7773,7773,4.903541252008002,6.594994944668926,2.2595737422762863,58,51.92130367657677
2738,2738,5.341668907611432,6.185341745151174,2.585860242523593,67,64.27777139546166
7842,7842,4.3735896190922405,6.908409919359856,3.1539277658441067,65,48.08067082728302
6262,6262,4.967698532289002,6.962992637602379,2.1971037912966307,52,48.52186472048405
8206,8206,5.744019519023141,6.339954345436294,2.1137923950882165,71,64.62673032644193
1248,1248,4.723527864303334,6.29181408782936,2.6895698864805317,51,44.51558891435276
9336,9336,3.7296226537103103,6.417227212497349,2.492780891867967,59,48.83183118580151
4195,4195,5.544399008964911,6.418747069353495,2.3728457870060637,53,61.84493660615061
8001,8001,5.8022939487787655,6.550049551434944,2.254439472834887,60,59.90509089910082
7378,7378,3.8843008352184096,6.654047608214741,2.445265777381953,45,41.62940776518168
3435,3435,5.606783910942028,6.164526087660343,3.608210836654651,72,65.17181583609204
5382,5382,5.366024300441928,6.28245836588914,3.0423117294168263,57,57.21894969244589
959,959,4.378135520656935,6.744487807424402,2.4490222669000223,49,44.57104144684238
417,417,5.003172976019352,6.438908785926025,2.152270033715691,55,56.68075180649701
5742,5742,5.388967811304453,6.519995391674576,2.152951363980067,66,58.371466420562
6728,6728,4.541773634935905,6.420211099285771,2.750702230803664,65,44.611460518903165
4382,4382,5.118270970965443,6.412833480388107,2.539195356634257,60,56.67587109964646
5197,5197,5.337534527367879,6.494461205078094,2.5605904781311266,59,59.549566183897504
1113,1113,4.637339765699087,5.914731022400772,2.328385130870532,59,48.23835990238083
2689,2689,6.373264471638538,6.727577181487203,2.4321153166860383,79,70.83938507545116
6473,6473,6.165128846430249,6.43608039322201,2.8162314745099883,65,73.95251357336306
8820,8820,4.680198418678162,6.998048005149635,2.456395938449515,51,53.677882592962426
7808,7808,5.429315385533498,6.341933347927182,2.555523628633787,44,51.28696273590976
3411,3411,5.217294997361205,6.520599478335452,3.031318756913969,58,48.28105199406421
81,81,3.722370415173748,6.121510648382087,2.8449677812231204,57,49.879672809798485
4614,4614,4.218902650100527,6.241291857374435,2.6146904885230966,55,46.46982905772967
1374,1374,4.6494838904545714,6.373454240280997,2.59566345602997,72,56.03928645989922
1510,1510,5.064749781297516,6.662929215574184,2.3862052775529365,53,44.82527077543226
6443,6443,4.923764693839979,7.39358800719829,2.5669854188432084,77,59.6246261023005
3071,3071,4.829717558752742,6.488236251293471,2.496051231688441,64,52.78975016551237
3016,3016,4.867411288067899,6.401760643831918,2.7400449685928807,64,50.86793371676975
4823,4823,4.137007157714376,7.035260956613212,2.0100887794540854,64,51.9819099269572
7822,7822,4.656120358622223,6.692604916296059,2.532745014278539,53,51.58363482376929
93,93,6.008156199424692,6.215496186469284,2.5132164441654283,74,70.22432727264267
9421,9421,4.494778788812009,6.267662304248418,2.3210208020112595,62,52.926027367998365
6600,6600,5.064817395147481,6.170136849042384,2.7380722596485185,64,51.14798882298189
4443,4443,4.142125726227226,6.352794478839855,2.270680149862688,52,46.95964396813078
7602,7602,5.486710467561878,6.225906110808819,2.5290787303544198,45,45.07624689394176
3835,3835,4.460218729887061,6.752614063831411,2.1508898299807693,54,47.76858079824
9702,9702,4.554135669540431,6.458795310072847,2.6073957037327142,57,46.26287947544157
4322,4322,4.26081308251129,6.536111016023621,2.6519182349891066,72,64.05055454021769
3394,3394,4.94604212280527,7.129569151336205,3.0049093793588417,62,57.84337443692565
4752,4752,5.652474640996118,6.933039399988576,2.138079712527671,47,52.09045380245264
7229,7229,5.091374118195158,6.211050285174363,2.4603125625075357,70,51.1370740425898
9191,9191,5.623628486712328,6.432619616057486,2.470197244667358,59,60.20489544670068
2361,2361,4.886735616196683,6.937189741163924,2.491542715907761,66,59.53708384667848
1148,1148,5.085325531387766,6.77748760638536,2.679026586392018,68,58.476829263443335
5666,5666,5.311649083645587,6.61366067843778,2.6422315464693167,52,46.76242608554461
8075,8075,5.282883876927073,6.330982167996294,2.449841990030338,72,69.96151519817062
4943,4943,5.585984619442034,6.832056807843959,2.299367749467621,57,61.607559246826526
3663,3663,5.059655372039864,7.124517330135388,2.3036513049628984,74,53.47735665876388
1563,1563,5.079398540936497,6.583234142501342,2.508771341628677,67,62.02931570217497
4113,4113,4.995044413733097,6.0271968771040365,2.596934961121909,73,64.98943726470281
9050,9050,5.321212013232678,6.327923089826864,2.66115234830068,64,49.300000999339744
9276,9276,4.9736265797516666,6.0685905603473405,2.262484332485608,65,56.68925851652833
8538,8538,4.888658752870322,6.595030118058116,2.427631047075795,69,54.79001028560664
795,795,4.043918249319775,6.424932571137005,2.428027154560908,55,44.04868680224256
5854,5854,4.316854634983522,6.5523416505885015,2.507547357089073,59,56.24153973302342
7619,7619,4.5955992407219295,6.815820304113042,2.177710385470721,61,55.55810245413086
1594,1594,5.29536811023186,6.330105819285964,2.298445697798928,60,49.15265727717058
7418,7418,4.418055232485622,6.635221222332023,3.27519001435988,63,41.882478282334034
5267,5267,5.663823271135844,6.339401278261854,2.4237731175294104,51,61.40057368082947
7147,7147,5.028653979507832,6.185509850336754,2.7949362055688574,56,47.51924534707836
89,89,4.9857899980661005,6.233986423858627,1.886448777391382,65,67.19497501457062
8695,8695,4.420336591583795,6.581009607017111,2.5727398868747278,57,48.41783229969115
9732,9732,4.6350004674417935,6.119318471856404,2.717697088221907,64,59.24754369301601
9446,9446,5.0321747181918965,6.120484963577961,2.483089399256377,84,79.92768659392657
6754,6754,5.151383048024779,6.475574168712523,2.225210846251609,69,47.85954260997114
3502,3502,5.502321795588667,6.721724717267766,2.528862299606074,54,36.87944464136952
2234,2234,5.990191338581136,6.25024533163135,2.7617397575699463,47,47.25649629446215
2803,2803,4.939240504137066,5.726815366756741,2.7887885557189764,47,42.981129933795664
4424,4424,5.279843908775914,6.49334807698774,2.753853582363324,62,52.26675238051143
5663,5663,3.944984024787854,6.36346438511273,2.7796149033140383,55,47.48124148480029
7170,7170,4.885626755499844,6.478823594417092,2.225981345647175,63,45.44563662137576
8337,8337,5.904396844371885,6.780548927164789,2.532412645416658,59,74.55517451478666
2148,2148,5.88598012758361,6.895055569089339,2.696618222552589,56,60.94504608814285
7969,7969,4.504194381002868,6.749433817116709,2.3896085786605314,62,64.09103130747526
6551,6551,4.977305901133282,6.104284536261133,2.5881936737508875,72,64.7195660874231
7643,7643,5.424448724543689,6.892319944336964,2.5311702621184424,46,55.08976134563773
6164,6164,5.115178647112415,6.858711837805355,2.79207100123041,51,49.85610423595011
1495,1495,4.6169944672853225,6.651533308681109,2.476826376810926,68,61.84213635207151
7696,7696,5.225136381649841,6.552336872080649,2.2786591537596737,71,54.67503434208173
7094,7094,5.671544804211739,6.18799181382661,2.270380850690747,55,52.66615110954597
1409,1409,5.274081151149134,6.426734841839937,2.543409974741858,68,59.40389642267177
6691,6691,5.67156311371981,6.4741358363447,2.7649407857953885,54,52.54062992771565
3401,3401,5.087921187423466,7.034051070102955,2.4440240146712595,67,59.96230649430656
109,109,4.707901544586826,6.279335009159195,2.686672758014266,69,54.05001336411974
5636,5636,5.032394182776093,6.5245655869694135,2.021155678762344,68,67.22831125822864
8482,8482,5.952700519907368,6.239572830725071,2.1252654382132925,63,61.16190074041872
6604,6604,5.117748457679004,6.351773171111625,2.2919570440622064,50,45.59912234737492
1091,1091,5.687630928471937,6.862094318981458,2.179573879511921,43,50.113233223929626
5560,5560,5.992184118447053,6.441220748030614,3.09509850741093,52,50.59316790728979
9412,9412,4.998634371725863,6.494540248490462,2.7603289646653737,60,56.48817748276232
8143,8143,5.7326633595211085,6.5233367172746455,2.434429886749332,57,60.26651892329639
8664,8664,4.486143734200455,6.582250687417628,2.4343829336492164,71,50.1323345116456
6596,6596,5.75129237030796,6.593279171283574,1.8802983554383292,52,58.22330360715139
624,624,4.814692216316906,6.79424528684977,2.632662226030326,63,52.7025096519958
6871,6871,4.838569770621492,6.156254225189723,2.7887265001157595,51,45.790292617146406
4814,4814,4.728870143123199,6.666827600823161,2.538415270287682,68,56.75624417918001
6553,6553,4.797789705016355,6.684922674046439,2.5792033649626265,49,49.73874349930831
7530,7530,4.649506491038531,6.616894150255622,2.513312055992567,62,42.26591863781516
5796,5796,4.3184473089789215,7.1473517613765525,2.476374728284964,55,40.038373909685326
7437,7437,5.156690279223506,6.749401845264866,2.3980269629141504,64,55.0763074885802
4218,4218,4.745654016526308,6.235314229279871,2.4603571455264777,48,45.43960510553475
5941,5941,5.126757448382815,5.934711507984103,2.5440600888470635,64,55.54369678162308
8501,8501,5.272961094402983,5.970748055162235,2.8307135523707223,55,57.64352739307061
6429,6429,5.200662998311558,6.451977531648321,2.4703010052838854,73,57.71587267409569
6827,6827,5.295047042470305,6.29097567492326,2.8887028330887983,55,50.33733114661301
4131,4131,4.66283919951744,6.564892659275366,2.6093006860255863,66,53.13849017610265
7802,7802,5.557765412112532,6.419623969911597,2.7802883612207525,59,56.194822624178485
7754,7754,5.00992995758009,6.458018274691824,2.192378030149428,60,55.314374304539
4722,4722,5.820048593774671,6.2641748993993245,2.521468866582952,51,52.33871384612138
1651,1651,5.025343424329927,6.641482676316149,2.4917560465568456,59,47.65687815865398
4141,4141,5.927754836666069,6.325513304736486,2.4013887609581017,52,52.50118055455047
1618,1618,5.112134522279848,6.38563586796894,2.70838870962282,67,52.07018849603895
2030,2030,5.401944786004819,6.611773187834749,2.4347039767865097,48,62.43148717892813
8518,8518,4.218391957272332,6.414121533167785,2.6900103161905977,66,48.0527290699782
4576,4576,5.579839441016409,6.852358369394242,2.7945885407360795,53,51.13237900612682
3993,3993,5.019666464800209,6.413749012805761,2.209606225619679,59,51.96152115639429
7377,7377,5.164347425512601,6.801614986191054,2.2149500075716,66,66.9577044046643
6150,6150,4.880732854937793,7.064251769748929,2.6690901249045758,74,63.37200931210265
4909,4909,5.743954322327224,6.446880770372078,2.2703057258170576,73,67.19600392503806
5027,5027,5.133086113625208,6.50362827061204,2.9218280491438526,73,62.41952199050634
8261,8261,5.524876296692096,6.811487265627106,2.5261202022758407,72,67.7338428213589
4732,4732,4.795727358804645,6.567585107939191,2.601529021765492,59,55.471291552715286
7549,7549,5.5974786886665,6.365841299489992,2.3093536497425315,54,48.77554617717392
8135,8135,4.936076115681817,6.307550975073089,2.869596185297828,45,32.74442082734985
