student_id,hours_studied,sleep_hours,social_media_time,tasks_completed,final_score
96,5.362585445280581,6.617382601499519,2.5998665087366533,62,57.525343019321156
97,5.110503653936617,6.660852093415963,2.342137990184459,56,53.32927998003199
98,4.865296036673749,6.677784746460265,2.202743759266728,52,48.99208545762608
99,4.573227017414256,6.789277874167226,1.9692713203363366,61,58.22229354768521
100,4.474604830356642,6.9275044151582135,2.569507100476848,55,49.978099109876
101,4.858125411049082,6.214716454868034,2.3087209410390783,49,52.18202913531297
102,5.797875890449063,6.24955099100153,2.572285535238932,66,67.31421807992291
103,5.0637094920758505,6.479585946129676,3.011767761765907,55,51.596053318706275
104,5.289644064018563,6.495858213294718,2.6108250120503893,74,63.96599158555371
105,4.762000370619112,6.489622711453074,2.215034971887721,69,62.24153960293828
106,5.097336812599491,6.493645156656435,2.336777608102468,57,50.351452125147766
107,4.841341953639549,6.507449624920169,2.7957048032118506,59,53.03146393859731
108,5.199792901225803,6.475066697022289,2.4630989071187375,58,61.33003809519684
109,4.707901544586826,6.279335009159195,2.686672758014266,69,54.05001336411974
110,5.357397497253332,6.404032171595925,2.453758212461068,65,57.054078821621694
111,4.272606822576607,6.565273514731784,2.2228605252789486,69,53.328409885055414
112,5.122139464349314,6.424898034458667,2.7432943534752137,59,48.00319682326117
113,4.915653502761055,6.804926916848087,2.485788057008479,57,47.99715862109258
114,5.136595611031603,6.460254560898344,2.5135635244228562,60,53.486573428216026
115,5.239340958985801,6.426340638700582,2.4373149030425325,61,54.95356486666044
116,6.357621843920267,6.486327466435642,2.4910270302780666,43,58.931983895373094
117,5.799359398784089,6.177524914056023,2.1488505899073584,58,61.59046699853213
118,5.148096927370298,6.607274389023238,2.222102082340036,55,53.11143248126819
119,5.4128033314075426,6.373417556259097,2.6728553805946658,64,62.35935230558666
120,4.670613890779263,6.241845629392697,2.6220230718352675,59,42.94685122878254
121,4.379988330746027,6.7119301168512875,2.4038904134482064,53,45.61105145646599
122,5.181590587288696,6.486086327253613,2.3425727949110184,51,44.93625201243374
123,5.282580247045987,6.51521435051426,2.711776344755683,48,45.36560503199479
124,4.119798171689407,6.678649669756651,2.7040283979409043,62,49.099013346694015
125,5.28251455696095,6.297301345774861,2.302181875203686,62,53.10325117583877
126,5.784809798441967,6.588565389975363,2.335875473592337,53,54.19029192476105
127,4.920475979305102,6.402760029897068,2.385624746381853,68,50.636442960905484
128,4.501094415828674,6.642839834604995,2.255685348993985,74,56.73212557612276
129,5.050173139104473,6.467280143594411,2.406280513941164,61,54.442783891348235
130,6.015064590503552,6.689208204539532,2.7538095897210053,58,49.35505842702145
131,5.086517880130026,6.403099133242875,2.7396516444816834,65,48.78035249759321
132,5.220043921094915,6.779728190349989,2.5396310003637246,63,57.96195166688531
133,4.216593172282743,6.826035258063078,2.919658716542416,61,48.58532647699777
134,4.070744742481201,6.31130888702249,2.645400857227565,64,49.936539165354645
135,5.97991323488777,6.097184278736962,2.614070383012114,55,51.3750689344958
136,4.076535543653555,6.725076296530693,2.6280774899519757,71,51.746171751737094
137,4.855033213852229,6.242680620521077,2.7855709832120845,56,54.104349148378205
138,5.447919304480364,6.697153471876259,2.506216123594897,58,59.3439165575392
139,5.937728151304927,6.749940876042744,2.636794731214727,71,63.91350000714455
140,4.60721901901631,6.448737348498643,2.1102112477447523,48,51.9137298074029
141,5.6735945849863985,6.524748002385311,2.4132821663444854,70,65.8124050348495
142,4.752314405255044,6.3010098872663995,2.8449220450981,57,53.557702171996155
143,4.646403583393623,5.987787865265278,2.052766739726077,68,60.65794198110654
144,4.771483862467918,6.298141018909022,2.8352816694941128,50,43.67971191193333
145,5.008252742164808,6.9089914921246125,2.5432465649105978,54,45.88802801442476
146,4.780766392969189,7.106713546378452,2.494837408854264,43,33.79497592356323
147,5.1846296555224685,6.502339583200666,2.660053181792033,63,58.19552304462158
148,4.90081247393547,6.2976513379385475,2.3505825057832417,68,61.495541977979634
149,5.230346245901839,6.347861771837834,2.4566312522968037,65,52.73843658988652
150,5.7396709053075545,5.76600755877048,2.5498352747785162,60,55.39921745282247
151,4.700497464135738,6.592672552837171,2.5491104908768722,43,46.226923689723144
152,5.722700302697081,6.64205249724592,2.452466698690747,65,63.560098670334874
153,4.960469758998419,6.826701270140423,2.6259178383747295,64,50.98135456469594
154,4.460310772328987,6.872998252068402,2.8745736808510345,62,57.8239815240883
155,5.443529290284126,6.336339498178608,2.340252942319596,73,65.08872642552268
156,4.005353622107219,6.2479163965660085,2.547158068646209,50,31.647074014588476
157,4.776782547800144,6.793994869313519,1.9731679893368372,43,48.023734230331684
158,4.241666271630848,6.764905734254579,2.540993552938045,61,49.921177082976776
159,4.962694620570943,6.850379678777036,2.295083650093007,64,68.17157252928027
160,5.127714911638171,6.73913964035094,2.674689188829752,67,57.51217952056824
161,4.662829645565339,6.555111672275432,2.621282556326081,69,56.72856200994328
162,4.129180817824545,6.806102339656045,2.480481691836432,72,56.38054751503089
163,5.69156726065093,6.549359199874351,2.783943374907531,66,57.334938143935204
164,6.222140850702231,6.827629891812468,2.5678670361825815,53,55.924291461631285
165,4.58986627263933,6.2788794842464695,2.6322248802370933,55,44.20900785247886
166,4.96646814259091,6.058662147200801,2.7504237762768033,62,51.54758142008474
167,4.883468891757824,6.631117637311385,2.054022036209881,53,48.9628294006695
168,5.98652076847381,6.645473062218744,2.5143498334989007,47,55.66642009977646
169,5.6173660367625144,6.565662146310894,2.349450303757576,71,70.60060092508841
170,4.257489788009804,6.50966301337239,2.208054291072264,63,53.95483508532848
171,4.853057372255458,6.124473918690068,2.413068183436122,58,48.14650161052591
172,5.290350214998356,6.669612259956566,2.7414597392590307,60,55.22383567977932
173,5.220873409860261,6.668321458558976,2.3299014121944093,59,60.940704872600406
174,5.10049730911012,6.485276580270262,2.6633439070864138,66,53.13178369847851
175,4.8118029807582055,6.868793849858473,2.788845044535324,58,62.487106318924
176,4.909172306227039,7.008671954918752,2.5339921175794315,60,49.7474981394592
177,4.349984876795289,6.266602969315936,2.6525495006927278,53,43.80935005882231
178,5.510540197129048,6.268264764689605,2.2941569271286206,51,54.50827029466095
179,5.5191129048655325,5.777804386722287,2.362115134822601,53,54.79056867212017
180,4.223033837035631,6.39847971063993,2.6886178357620163,75,56.80153157499302
181,5.353012066998764,6.46806129994678,2.4471195691503067,48,47.65514730951692
182,5.479996955070316,6.0882589743847095,2.839679878013795,38,45.395254016661
183,5.1973862017694765,6.478763883703782,2.3301402766564863,63,55.55917370858946
184,4.978603349963867,6.263832212696082,2.7159206766453314,53,46.36190199647599
185,4.741832267417336,6.313691959049407,2.5287632998226863,67,56.75387528561784
186,4.946844181636533,6.554171729995104,2.629011442408637,54,54.39950437471142
187,5.717035803118373,6.896150673642054,2.160996843978484,64,63.67061421003972
188,4.81615956403564,6.447110878583393,2.8223116840346,61,53.65873478160749
189,4.599292176111368,6.797728186138928,2.457009873512765,62,56.84579280628228
190,4.9371784468640945,6.273136072956125,2.530735749435244,60,46.35689345654316
191,4.567652153928413,6.243328220773777,2.585186635860143,59,52.40852745011688
192,5.333817746270273,5.9772854870998255,2.612959220929225,57,61.75975405679895
193,4.486110126715417,6.309786780939378,2.297069604958719,49,49.500885589113366
194,5.053186836517096,6.4076868676516066,2.6076047879533824,67,50.83532748790284
195,4.44269063961986,6.530931431299745,2.3616731861810023,76,56.06557463036179
196,4.522675010903531,6.338151376394015,2.226929669844762,61,57.96356751700698
197,4.933579802797965,6.330966397750269,2.515845311176242,53,43.56233148952381
198,5.333111366770483,6.633222278383485,2.150715146569047,71,54.228943242000284
199,5.7054562840090135,5.995422094563398,3.060130037401769,50,43.54637674061888
200,5.735584044167183,6.309256191808748,2.40751439415804,53,60.09466053396583
201,4.44118815201756,6.337012668644294,2.737388787292823,69,50.09233379218743
202,5.354169627664294,6.535250063499864,2.5237649203474306,64,55.06197879922842
203,4.223462748609955,6.354113413348041,2.41136300737949,51,43.83289089334274
204,4.311216317242607,6.227276004457047,2.326767195503994,52,52.67926874340946
205,3.2379066744349045,6.6060017312543,2.5155658206170823,66,56.09311209994951
206,5.46619068419012,6.1968467429117995,2.734945909726895,53,45.80665446740331
207,4.82569924308068,6.6182538726204,2.394052030855713,65,51.79487638341505
208,4.368588753007058,7.3200085311734595,2.243240508405774,55,46.06255112254749
209,4.545171941298365,6.128101022654287,2.598856962625265,66,62.68332916939651
210,4.489756953316328,6.552643579406438,2.3442852185740963,50,40.11452146932045
211,5.6121598812136035,6.541464899442963,2.5951039794320434,66,61.50145201415187
212,6.790797779575765,6.797842675291212,2.1230176221245483,69,71.22450262571061
213,5.440433795447955,6.363487737032087,2.38721003955217,67,62.0660257974177
214,5.468820818689864,6.200157115084904,2.59428622333141,43,50.74279127978357
215,5.640374003288664,6.307540219724773,2.486275227369597,80,65.50352164656981
216,5.541026834614459,6.538488148106774,2.323047639547978,58,55.02393074012092
217,4.991921405349903,6.521894144537109,2.3068017575285524,49,56.47512679603199
218,5.925168602734148,6.4146136408371985,2.570841622028737,47,57.39183670175859
219,5.784053119632362,6.320631331124927,2.433625080269951,57,61.34151310005393
220,5.0022517149547525,6.591267511126719,2.0652271156039985,60,61.964075851558974
221,5.501374476172706,6.415434366246299,2.3705081831059687,57,58.25400642794548
222,4.852849182630802,6.945629368438022,2.4178958269132154,60,60.74080775052345
223,4.938971889713902,6.497498181754044,2.7950278757548817,62,50.55818959080725
224,5.715741167229793,6.393132655493952,2.783058580011125,45,50.80536753917464
225,4.967075490064681,6.63850905552958,2.3604586213726817,53,45.75857522863028
226,4.341539271313647,6.6882116111531404,2.732522431799065,63,55.22363457708566
227,5.027908036138379,6.584976512580247,2.8386316786238,62,47.007613065678925
228,5.231941547248155,6.5569950008891436,2.270937952476656,66,57.34424222649942
229,5.194101230242326,6.486563515147313,2.363877295017642,61,52.43224666406421
230,4.3855168593778275,6.508445009427273,2.2689629346739726,50,44.60078988949998
231,5.466281773824375,6.567279907788525,2.4721483165745286,52,48.04755868170231
232,4.74501565005185,6.333293670109252,2.4528235854440026,46,44.800398798941984
233,4.7636213510265035,6.53771885882602,2.9560313961416216,72,59.63762206501348
234,5.473793789862032,6.048434858416429,2.263889428593455,53,57.69969342339835
235,4.2944996695109205,6.456093884534156,2.4519055668307184,60,57.31880755904679
236,5.911883482341328,6.950617913209706,2.8690975762164803,39,41.58000099741446
237,5.304212518809449,6.771971941336478,2.4350420772480414,57,60.858953058565845
238,4.096049109714218,6.530123649511735,2.293141700190508,81,65.99058893167148
239,4.272033527928873,6.369860662728913,2.511476834742496,72,52.08365556379067
240,4.899922184847543,6.469097185787751,2.2280006466500106,64,60.816701967499526
241,4.867027942722705,6.467132109080664,2.799687865665353,75,56.875617845907676
242,4.607489452671783,6.4363992668670695,3.2026644505131574,70,55.778323550828745
243,5.277828075433066,6.825421387445854,2.899471113652559,57,50.06078575673967
244,5.005947275630413,6.1171439349232575,2.5526564758096217,71,60.7968073065682
245,5.642310618805097,6.499144277599431,2.6005055194075974,58,58.392715855612266
246,4.339013032361425,6.511469447617063,2.611807403159578,68,54.41977266979756
247,4.068868251980464,6.909057673076062,2.5251738444293994,59,52.24898332638394
248,4.534899911052611,6.279642173351506,2.490813112570445,49,42.78159619208615
249,5.246294340970744,6.282109757891802,2.7018770477899303,50,46.273032917855765
250,5.879516491538348,6.268834396521532,2.6679849243513143,62,60.64446657019887
251,5.834147846909071,6.6607332824784455,2.435548343982335,55,54.089440886967154
252,5.1234107513097795,6.350975372966781,2.375652472869887,78,64.5299277754473
253,4.446796995629643,6.276450046567988,2.748319172156576,54,42.95849581376054
254,4.658178439538665,6.413670909397975,2.682746958639686,71,63.155273569038954
255,5.10238162510639,6.6201529588005394,2.907101118610758,61,57.626527174451226
256,5.086436310081967,6.41263861316728,2.480498606548277,49,49.890148665185926
257,4.517281543258152,6.53439836370871,2.0020843460020403,62,51.425648858268886
258,4.7195505130304145,6.59783921164784,2.771161123015042,64,48.48485428217906
259,4.400644462079172,6.384109657848125,2.8260018540347334,69,54.25214922338637
260,5.595756612429203,6.090891242805133,2.3521904766720145,59,62.53477538656984
261,5.52727283603868,6.333926710509968,2.3780659361321095,63,59.20028192938015
262,4.294886265781736,6.18616249033309,2.4807347031723888,43,44.28790296017972
263,5.890262922760971,6.727912781491849,2.499264949831704,59,68.94116669735394
264,5.030915789305905,6.3048983389563995,2.3963476279680074,62,54.50029701901268
265,6.097312684334823,6.774098153647836,2.6790915848961356,74,76.81824345504941
266,5.539158712773984,7.1897460598338885,2.868307381804143,58,57.236093994489316
267,4.284524713292557,6.469326391355738,2.7849667593341088,55,46.81453067777359
268,5.505468993919703,6.631856472932971,2.376882823569256,56,57.81438470852371
269,4.40761711985696,6.513729760848031,2.2094432386309157,58,44.74605165137354
270,4.82536394025795,6.1694804514460815,2.5094688183075204,70,53.86379863818385
271,5.682263344297919,6.566080364595087,2.660313109744812,59,62.49868575056839
272,4.9592093026977455,6.747697261728195,2.4078094771006118,58,45.639524189785675
273,5.593056773579575,6.5985967271519295,2.541519616153209,63,63.51438990920363
274,4.74097323977952,6.416125717685925,2.4254751523608102,59,52.25869315763837
275,6.023600576263516,6.992700166619046,2.3446360631543817,58,63.966369692899605
276,5.028748633027408,6.23227750173497,2.7714398460568956,59,52.72563529341745
277,4.053157439130238,6.242438347233913,2.1644009298666536,61,50.02227574631227
278,5.20148545015258,6.5786043092760975,2.5239844576467183,64,68.29243856049666
279,5.202765423291297,6.4463956234303765,2.6606071446728206,57,64.03397190935247
280,4.209389210956183,5.823611354964779,2.320810254413993,61,42.438250600526914
281,5.479816085372493,6.841226745173257,2.4787864831451216,58,59.68248853883124
282,4.279487915155462,6.647101302673579,2.9062140431343058,52,42.412163851121804
283,5.274064829574484,6.713245602547757,2.6420201781791532,55,55.629300220046204
284,4.893402525355167,6.260423907632593,2.519873848397571,56,45.96952013621669
285,5.416987331145949,6.2958784433658765,2.853047189301478,63,56.47097615355735
286,4.826021679166072,6.534351445730656,3.1052443850886124,58,54.28244074025963
287,4.982389907664463,6.702130269668742,2.207371818134571,56,49.48074870478738
288,4.126387618760421,6.834076269996842,2.4770930766601738,57,41.33584637094476
289,4.291208306113662,5.999033077148618,2.363490421701021,69,53.953477401326246
290,5.033133006413607,5.80303517053336,2.6944026181980516,73,53.70292983635144
291,6.024359669985724,6.173716201860809,2.6232025722295016,72,71.75467044386032
292,4.771022063416122,6.226589617496731,2.6820001435445473,68,62.43047967014239
293,4.480829191270817,6.957448237034614,2.453097252486384,53,46.47460845972225
294,4.496568597000347,6.010109099621224,2.155927253790723,72,58.05993765903906
295,4.9776354390379085,6.418764591343754,2.1993537712114324,50,52.38687059372955
296,4.26822468564036,6.504784237770071,2.278021455704068,54,53.61943106864471
297,4.778756636892165,6.3227198495086405,2.2966921609457445,74,59.36331788772444
298,5.017970802111441,6.697305881250823,2.6730506092555046,53,47.38918235098368
299,5.005279623661577,6.592977656472517,2.223152954342672,63,63.89773720574839
300,5.1891606886442805,6.695115304850271,2.7267904917708594,56,59.296714339668505
301,5.636125809390808,6.4461029789938324,2.6392862493334874,58,55.08206871608625
302,5.4976366178291665,6.0009274682824705,2.006399215512977,49,55.69295212696035
303,4.556722427222671,7.131502124842702,2.4097721634916236,60,48.436516120265544
304,5.204965661435213,6.672412413479643,2.7806819510986647,61,48.79499848004416
305,5.322355367581537,6.089894007111112,2.5005933910971683,48,40.998915714611755
306,4.467112132119634,6.311724185949417,2.143940801717135,47,39.080425796860425
307,4.3998735419776285,6.001165575868114,2.249072135463433,75,53.33115625784367
308,5.31736606555664,6.802896780361208,2.581255633264284,64,62.42224481523959
309,5.649573092690265,6.372662015462707,2.8897257701333006,49,53.386134790947935
310,4.726546461311206,6.721639331614886,2.2347026898372357,52,60.68394910753009
311,5.217671838236046,6.216794635543437,2.5115061762524458,58,47.97398851927372
312,4.836126323890753,6.302012880850892,2.8005213795570656,52,62.43858388984603
313,4.35212141444954,6.464678317834247,2.3012292842699416,62,51.224015979188394
314,4.391581259362722,6.605805232563501,2.9356989947308536,65,47.05802744843705
315,5.185267677618348,6.439197764409352,2.948175506581642,51,60.02967637009297
316,5.8041950490557115,6.843796300314896,2.6128454210163796,57,65.87940927459388
317,4.994826772876598,6.6047935384418865,2.65141965004292,76,64.43909073685278
318,5.76789818392875,6.404039170873108,2.696056794478935,52,55.54463886268277
319,4.952083100935671,6.263207020866973,2.742239037154483,53,49.315702731236414
320,4.934916531629954,6.533885912419096,1.9783463053587158,66,57.03140725112334
321,5.892794332917021,6.22977744835756,2.762703091963245,71,59.49342240603106
322,5.696192662165289,6.094201791929339,2.571035750103721,57,55.864933583612924
323,5.201296477688454,6.29121796949467,2.1698107024378093,58,52.982175927511676
324,4.649202004333285,6.341608168852691,2.4442219499533238,51,51.71777522789068
325,5.725746829720982,6.2391631700395696,2.7601940687509274,68,56.81360610840012
326,4.979969807946497,6.307894370925949,2.9366754389092447,56,54.86359678100273
327,5.538078467923181,6.1259138025795705,2.2901732394763332,66,71.89837241252002
328,3.9903733971610706,6.55898536961551,2.468435867581698,57,46.159339870114565
329,5.824325857937137,6.617751307660549,2.4133463013287453,64,61.23065678481575
330,5.254212595752226,6.88001041018622,2.5066339403428644,54,46.29582841260326
331,5.089887988687055,6.383232714366156,2.869253955158043,57,48.91178434275756
332,5.242449309871813,7.208150306699536,2.32863106011826,45,53.26368104591579
333,5.654210660343263,6.036037418848435,2.5260124461721545,59,61.90889229501704
334,5.074052070544941,6.466140194924268,2.837285737381943,56,53.84035733141815
335,4.168918916935437,7.154324255836007,2.289108873365408,54,53.03165927971567
336,5.51610874576035,6.824453454312428,2.6326233804250174,68,57.77676696283888
337,4.726855838515933,6.2615390178769825,2.699323912924894,62,43.841599710173085
338,4.898855011952905,6.705466622793077,3.0140449221035,63,59.71089853766541
339,4.740019929021824,6.331023678120479,2.4021387797622804,64,48.1971787493451
340,5.04471392746588,6.4521805404372765,2.841592792527746,71,58.31210420264543
341,5.450971063456014,6.449029242606241,2.3640420695529003,58,47.35567572194645
342,4.769997383527566,6.649365741070712,2.5430549443795347,54,46.67463490019052
343,4.401875150543054,6.721221776732826,2.3910720915291175,62,53.87313460274533
344,5.083233643359753,6.423514805713148,2.2001528459249573,61,54.95651957375891
345,4.306940501202951,6.187259326416313,2.221798633478942,57,45.25092378249011
346,4.4232186799974365,6.749615530773071,2.5410635019737913,65,45.30212544697452
347,4.976616389508005,6.350784536329348,2.371641599803826,54,53.499147042173384
348,5.282475425406557,6.66224240557252,2.5840263775203534,51,49.40356147738401
349,4.565655695869794,6.615598437662166,2.4557241560210903,52,42.90152560854345
350,5.377721603620144,6.48244340935292,2.3538613419981558,50,49.72350224353189
351,5.137492071835373,6.603579038607363,2.5523279529486715,68,58.0120800054886
352,5.594041171403193,6.74100530531787,2.0469980473477696,64,62.10504035591064
353,4.80201583926341,5.987608799803906,3.3635267668314457,57,41.84422711819612
354,4.980256101125978,6.530684707082031,2.2274586283725455,62,54.64976616901466
355,4.517169312762025,6.511366514913422,2.1534238975854496,44,37.401880327523045
356,5.372363655749581,6.813597081128217,2.3666073796858984,55,49.369523985732755
357,4.508736787124038,6.21685312953505,2.302116215766803,77,64.3312539814663
358,4.204757245790636,6.865860626107311,2.767984520876063,67,51.28042522471844
359,5.093603416755732,5.987119608759226,2.5416699985682816,60,53.81943489588563
360,5.340002746624294,6.516143629039932,2.188174035214733,58,51.071324512694424
361,5.062484907050915,6.607923045475514,2.470871709150911,73,64.87843807604693
362,5.580082426577671,6.242801872441954,2.1770182604192305,52,50.524650993296106
363,4.410734193995372,6.538090543049796,2.5396719593788872,61,49.742496948060605
364,4.477589626619472,6.268549459545324,2.1815550969481903,62,50.97916900547971
365,4.681619118782541,6.429833389545446,2.4798624315017603,57,49.07909517601372
366,5.070705016201119,7.110277706272052,2.123708782071464,57,57.622635750694315
367,5.1425646559551,6.997970181689662,2.3463751936637958,68,51.89782899407462
368,4.828267330089682,6.482979141529384,2.536013835971466,57,42.28806697256765
369,4.572869437174045,6.411450389492303,2.600634245427837,64,53.538156506323716
370,5.0147075036009685,6.844626972894157,2.685842621379408,64,49.554219416863255
371,4.876438553441217,6.353316642438231,2.6912854205759165,65,53.858103494478314
372,5.180721854031102,6.536661321985942,2.4654095534361606,58,58.339027607715835
373,4.845764611216179,6.4419218844854305,2.266430318727943,75,57.20000265379429
374,5.078619264732558,6.000154994502474,2.871093839774881,51,41.58574699698969
375,4.66046406054539,6.964578271721537,2.4909390362338533,69,55.396233596769825
376,5.335491806544377,6.6337917244291384,2.7362969144473586,56,46.99637303867638
377,4.935110007339715,6.457220934041018,2.6474976589588,50,49.063867475294884
378,5.63838263841336,6.1969991109781875,2.592864388995135,63,63.418165850357006
